piste,nimi,x_gk25,y_gk25,suunta,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot
C11,SUUTARILANTIE,25500653,6685458,2.0,11.0,2011,215,101,31,3,0,4,0,2175
C11,SUUTARILANTIE,25500653,6685458,2.0,12.0,2011,267,111,33,5,4,6,0,2372
C11,SUUTARILANTIE,25500653,6685458,2.0,13.0,2011,256,95,19,7,2,5,0,2202
C11,SUUTARILANTIE,25500653,6685458,2.0,14.0,2011,236,90,26,9,2,4,0,2366
C11,SUUTARILANTIE,25500653,6685458,2.0,15.0,2011,246,94,35,6,3,4,0,2504
C11,SUUTARILANTIE,25500653,6685458,2.0,16.0,2011,73,26,4,1,0,0,0,757
C11,SUUTARILANTIE,25500653,6685458,2.0,16.15,2011,83,31,10,0,1,0,0,790
C11,SUUTARILANTIE,25500653,6685458,2.0,16.3,2011,108,36,8,2,0,1,0,948
C11,SUUTARILANTIE,25500653,6685458,2.0,16.45,2011,87,25,3,1,1,1,0,797
C11,SUUTARILANTIE,25500653,6685458,2.0,17.0,2011,101,20,5,1,1,2,0,976
C11,SUUTARILANTIE,25500653,6685458,2.0,17.15,2011,91,26,4,0,1,1,0,784
C11,SUUTARILANTIE,25500653,6685458,2.0,17.3,2011,96,18,5,1,2,1,0,787
C11,SUUTARILANTIE,25500653,6685458,2.0,17.45,2011,63,8,3,0,1,1,0,693
C11,SUUTARILANTIE,25500653,6685458,2.0,18.0,2011,94,9,0,0,0,0,0,695
C11,SUUTARILANTIE,25500653,6685458,2.0,18.15,2011,63,12,3,0,2,2,0,607
C11,SUUTARILANTIE,25500653,6685458,2.0,18.3,2011,57,8,1,0,2,0,0,611
C11,SUUTARILANTIE,25500653,6685458,2.0,18.45,2011,57,8,1,0,2,0,0,537
C11,SUUTARILANTIE,25500653,6685458,2.0,19.0,2011,256,41,4,0,2,0,0,2021
C11,SUUTARILANTIE,25500653,6685458,2.0,20.0,2011,205,29,5,1,4,0,0,1513
C11,SUUTARILANTIE,25500653,6685458,2.0,21.0,2011,153,17,5,1,5,0,0,975
C11,SUUTARILANTIE,25500653,6685458,2.0,22.0,2011,130,14,4,1,4,0,0,696
C11,SUUTARILANTIE,25500653,6685458,2.0,23.0,2011,85,9,3,1,3,0,0,359
C11,SUUTARILANTIE,25500653,6685458,2.0,24.0,2011,29,3,1,0,1,0,0,178
C12,TIKKURITIE,25501584,6685407,1.0,1.0,2011,38,4,1,0,1,0,0,248
C12,TIKKURITIE,25501584,6685407,1.0,2.0,2011,30,2,0,0,0,0,0,158
C12,TIKKURITIE,25501584,6685407,1.0,3.0,2011,19,2,0,0,0,0,0,92
C12,TIKKURITIE,25501584,6685407,1.0,4.0,2011,22,2,0,0,1,0,0,79
C12,TIKKURITIE,25501584,6685407,1.0,5.0,2011,17,1,0,0,1,0,0,90
C12,TIKKURITIE,25501584,6685407,1.0,6.0,2011,69,6,1,0,1,0,0,426
C12,TIKKURITIE,25501584,6685407,1.0,7.0,2011,22,14,3,1,4,0,0,202
C12,TIKKURITIE,25501584,6685407,1.0,7.15,2011,40,16,5,0,5,1,0,280
C12,TIKKURITIE,25501584,6685407,1.0,7.3,2011,42,13,3,3,6,1,0,433
C12,TIKKURITIE,25501584,6685407,1.0,7.45,2011,67,26,4,2,5,1,0,636
C12,TIKKURITIE,25501584,6685407,1.0,8.0,2011,51,8,3,0,1,0,0,524
C12,TIKKURITIE,25501584,6685407,1.0,8.15,2011,69,14,1,0,2,1,0,521
C12,TIKKURITIE,25501584,6685407,1.0,8.3,2011,73,17,1,1,2,1,0,600
C12,TIKKURITIE,25501584,6685407,1.0,8.45,2011,104,21,6,0,1,6,0,742
C12,TIKKURITIE,25501584,6685407,1.0,9.0,2011,83,21,3,1,3,9,0,640
C12,TIKKURITIE,25501584,6685407,1.0,9.15,2011,64,20,2,0,2,2,0,562
C12,TIKKURITIE,25501584,6685407,1.0,9.3,2011,50,25,7,1,1,1,0,465
C12,TIKKURITIE,25501584,6685407,1.0,9.45,2011,68,17,2,0,2,6,0,528
C12,TIKKURITIE,25501584,6685407,1.0,10.0,2011,208,55,15,4,5,2,0,1703
C12,TIKKURITIE,25501584,6685407,1.0,11.0,2011,237,66,21,5,4,8,0,1732
C12,TIKKURITIE,25501584,6685407,1.0,12.0,2011,260,87,12,1,4,2,0,2052
C12,TIKKURITIE,25501584,6685407,1.0,13.0,2011,257,79,17,0,5,0,0,1983
C12,TIKKURITIE,25501584,6685407,1.0,14.0,2011,246,64,18,0,5,10,0,2117
C12,TIKKURITIE,25501584,6685407,1.0,15.0,2011,313,58,21,4,7,16,0,2390
C12,TIKKURITIE,25501584,6685407,1.0,16.0,2011,80,17,3,1,2,4,0,699
C12,TIKKURITIE,25501584,6685407,1.0,16.15,2011,91,16,6,0,1,3,0,795
C12,TIKKURITIE,25501584,6685407,1.0,16.3,2011,104,25,6,0,2,4,0,874
C12,TIKKURITIE,25501584,6685407,1.0,16.45,2011,115,16,2,0,1,7,0,849
C12,TIKKURITIE,25501584,6685407,1.0,17.0,2011,128,11,1,0,2,2,0,813
C12,TIKKURITIE,25501584,6685407,1.0,17.15,2011,128,8,3,0,1,3,0,924
C12,TIKKURITIE,25501584,6685407,1.0,17.3,2011,130,14,1,0,3,5,0,948
C12,TIKKURITIE,25501584,6685407,1.0,17.45,2011,99,11,6,1,1,5,0,822
C12,TIKKURITIE,25501584,6685407,1.0,18.0,2011,110,4,0,0,1,4,0,796
C12,TIKKURITIE,25501584,6685407,1.0,18.15,2011,101,9,2,0,1,1,0,742
C12,TIKKURITIE,25501584,6685407,1.0,18.3,2011,105,10,1,0,2,1,0,750
C12,TIKKURITIE,25501584,6685407,1.0,18.45,2011,109,11,1,0,2,1,0,682
C12,TIKKURITIE,25501584,6685407,1.0,19.0,2011,410,29,7,0,4,19,0,2717
C12,TIKKURITIE,25501584,6685407,1.0,20.0,2011,385,29,4,3,3,15,0,2413
C12,TIKKURITIE,25501584,6685407,1.0,21.0,2011,300,20,5,0,8,3,0,1976
C12,TIKKURITIE,25501584,6685407,1.0,22.0,2011,168,15,3,0,5,0,0,1359
C12,TIKKURITIE,25501584,6685407,1.0,23.0,2011,107,10,2,0,3,0,0,710
C12,TIKKURITIE,25501584,6685407,1.0,24.0,2011,44,4,1,0,1,0,0,358
C12,TIKKURITIE,25501584,6685407,2.0,1.0,2011,44,3,1,0,1,0,0,239
C12,TIKKURITIE,25501584,6685407,2.0,2.0,2011,23,2,0,0,1,0,0,173
C12,TIKKURITIE,25501584,6685407,2.0,3.0,2011,18,1,0,0,0,0,0,113
C12,TIKKURITIE,25501584,6685407,2.0,4.0,2011,24,2,0,0,0,0,0,105
C12,TIKKURITIE,25501584,6685407,2.0,5.0,2011,30,2,1,0,1,0,0,200
C12,TIKKURITIE,25501584,6685407,2.0,6.0,2011,86,8,2,0,2,0,0,482
C12,TIKKURITIE,25501584,6685407,2.0,7.0,2011,26,6,6,3,6,0,0,227
C12,TIKKURITIE,25501584,6685407,2.0,7.15,2011,48,14,6,0,4,1,0,367
C12,TIKKURITIE,25501584,6685407,2.0,7.3,2011,54,14,6,3,3,1,0,526
C12,TIKKURITIE,25501584,6685407,2.0,7.45,2011,75,11,6,2,3,0,0,536
C12,TIKKURITIE,25501584,6685407,2.0,8.0,2011,85,6,3,0,0,2,0,621
C12,TIKKURITIE,25501584,6685407,2.0,8.15,2011,69,19,4,1,3,1,0,645
C12,TIKKURITIE,25501584,6685407,2.0,8.3,2011,93,17,5,0,1,1,0,778
C12,TIKKURITIE,25501584,6685407,2.0,8.45,2011,123,20,2,0,0,4,0,965
C12,TIKKURITIE,25501584,6685407,2.0,9.0,2011,95,24,8,0,2,4,0,898
C12,TIKKURITIE,25501584,6685407,2.0,9.15,2011,88,15,1,1,1,3,0,690
C12,TIKKURITIE,25501584,6685407,2.0,9.3,2011,118,10,6,0,2,2,0,675
C12,TIKKURITIE,25501584,6685407,2.0,9.45,2011,91,25,5,1,2,2,0,703
C12,TIKKURITIE,25501584,6685407,2.0,10.0,2011,258,64,13,5,13,6,0,2307
C12,TIKKURITIE,25501584,6685407,2.0,11.0,2011,232,52,20,4,7,5,0,2089
C12,TIKKURITIE,25501584,6685407,2.0,12.0,2011,279,59,18,1,4,6,0,2187
C12,TIKKURITIE,25501584,6685407,2.0,13.0,2011,293,64,22,4,4,10,0,2251
C12,TIKKURITIE,25501584,6685407,2.0,14.0,2011,285,59,19,0,11,5,0,2317
C12,TIKKURITIE,25501584,6685407,2.0,15.0,2011,308,74,24,5,10,11,0,2604
C12,TIKKURITIE,25501584,6685407,2.0,16.0,2011,106,19,1,0,3,2,0,774
C12,TIKKURITIE,25501584,6685407,2.0,16.15,2011,91,16,1,0,2,2,0,752
C12,TIKKURITIE,25501584,6685407,2.0,16.3,2011,97,24,2,2,2,4,0,890
C12,TIKKURITIE,25501584,6685407,2.0,16.45,2011,99,19,7,1,1,6,0,869
C12,TIKKURITIE,25501584,6685407,2.0,17.0,2011,153,20,4,0,2,3,0,983
C12,TIKKURITIE,25501584,6685407,2.0,17.15,2011,132,11,7,0,2,2,0,1051
C12,TIKKURITIE,25501584,6685407,2.0,17.3,2011,115,10,2,0,1,1,0,902
C12,TIKKURITIE,25501584,6685407,2.0,17.45,2011,98,13,1,0,1,5,0,893
C12,TIKKURITIE,25501584,6685407,2.0,18.0,2011,114,11,3,1,1,1,0,857
C12,TIKKURITIE,25501584,6685407,2.0,18.15,2011,93,13,2,0,3,2,0,763
C12,TIKKURITIE,25501584,6685407,2.0,18.3,2011,110,10,4,0,1,2,0,751
C12,TIKKURITIE,25501584,6685407,2.0,18.45,2011,112,9,2,0,3,3,0,764
C12,TIKKURITIE,25501584,6685407,2.0,19.0,2011,410,26,5,1,7,14,0,2747
C12,TIKKURITIE,25501584,6685407,2.0,20.0,2011,271,42,4,2,11,1,0,2178
C12,TIKKURITIE,25501584,6685407,2.0,21.0,2011,280,23,5,0,6,0,0,1698
C12,TIKKURITIE,25501584,6685407,2.0,22.0,2011,159,12,3,0,4,0,0,1272
C12,TIKKURITIE,25501584,6685407,2.0,23.0,2011,71,6,1,0,1,0,0,650
C12,TIKKURITIE,25501584,6685407,2.0,24.0,2011,52,4,1,0,1,0,0,416
C13,V.PORVOONTIE,25504251,6684609,1.0,1.0,2011,22,3,1,0,0,0,0,133
C13,V.PORVOONTIE,25504251,6684609,1.0,2.0,2011,14,2,1,0,0,0,0,98
C13,V.PORVOONTIE,25504251,6684609,1.0,3.0,2011,11,1,0,0,0,0,0,68
C13,V.PORVOONTIE,25504251,6684609,1.0,4.0,2011,14,1,1,0,0,0,0,83
C13,V.PORVOONTIE,25504251,6684609,1.0,5.0,2011,23,3,1,0,0,0,0,174
C13,V.PORVOONTIE,25504251,6684609,1.0,6.0,2011,71,10,4,1,1,0,0,565
C13,V.PORVOONTIE,25504251,6684609,1.0,7.0,2011,42,4,4,0,0,0,0,350
C13,V.PORVOONTIE,25504251,6684609,1.0,7.15,2011,66,6,4,0,0,0,0,470
C13,V.PORVOONTIE,25504251,6684609,1.0,7.3,2011,105,13,8,0,0,0,0,809
C13,V.PORVOONTIE,25504251,6684609,1.0,7.45,2011,156,23,17,0,0,0,0,1289
C13,V.PORVOONTIE,25504251,6684609,1.0,8.0,2011,113,38,8,0,1,5,0,885
C13,V.PORVOONTIE,25504251,6684609,1.0,8.15,2011,114,29,8,4,1,3,0,897
C13,V.PORVOONTIE,25504251,6684609,1.0,8.3,2011,141,24,7,1,1,5,0,1018
C13,V.PORVOONTIE,25504251,6684609,1.0,8.45,2011,137,26,11,0,0,1,0,1233
C13,V.PORVOONTIE,25504251,6684609,1.0,9.0,2011,105,29,8,1,0,3,0,1027
C13,V.PORVOONTIE,25504251,6684609,1.0,9.15,2011,90,19,8,1,0,0,0,749
C13,V.PORVOONTIE,25504251,6684609,1.0,9.3,2011,85,22,15,0,0,1,0,742
C13,V.PORVOONTIE,25504251,6684609,1.0,9.45,2011,76,20,11,0,0,2,0,650
C13,V.PORVOONTIE,25504251,6684609,1.0,10.0,2011,196,75,38,9,0,6,0,2100
C13,V.PORVOONTIE,25504251,6684609,1.0,11.0,2011,200,62,41,10,1,6,0,1981
C13,V.PORVOONTIE,25504251,6684609,1.0,12.0,2011,248,97,33,8,0,3,0,2279
C13,V.PORVOONTIE,25504251,6684609,1.0,13.0,2011,227,79,37,7,1,2,0,2248
C13,V.PORVOONTIE,25504251,6684609,1.0,14.0,2011,278,71,16,1,5,8,0,2440
C13,V.PORVOONTIE,25504251,6684609,1.0,15.0,2011,355,78,12,1,8,7,0,2859
C13,V.PORVOONTIE,25504251,6684609,1.0,16.0,2011,99,18,4,3,3,1,0,828
C13,V.PORVOONTIE,25504251,6684609,1.0,16.15,2011,91,22,0,1,1,3,0,886
C13,V.PORVOONTIE,25504251,6684609,1.0,16.3,2011,104,22,6,0,5,3,0,947
C13,V.PORVOONTIE,25504251,6684609,1.0,16.45,2011,118,17,2,0,1,1,0,1007
C13,V.PORVOONTIE,25504251,6684609,1.0,17.0,2011,130,22,4,0,1,7,0,932
C13,V.PORVOONTIE,25504251,6684609,1.0,17.15,2011,155,19,2,0,2,5,0,1032
C13,V.PORVOONTIE,25504251,6684609,1.0,17.3,2011,131,12,1,0,2,1,0,823
C13,V.PORVOONTIE,25504251,6684609,1.0,17.45,2011,114,10,2,0,2,5,0,793
C13,V.PORVOONTIE,25504251,6684609,1.0,18.0,2011,111,9,3,0,2,3,0,754
C13,V.PORVOONTIE,25504251,6684609,1.0,18.15,2011,77,6,2,1,1,3,0,633
C13,V.PORVOONTIE,25504251,6684609,1.0,18.3,2011,117,6,0,0,3,2,0,718
C13,V.PORVOONTIE,25504251,6684609,1.0,18.45,2011,79,7,1,0,2,4,0,679
C13,V.PORVOONTIE,25504251,6684609,1.0,19.0,2011,305,19,4,1,5,14,0,2315
C13,V.PORVOONTIE,25504251,6684609,1.0,20.0,2011,237,45,8,0,15,0,0,1804
C13,V.PORVOONTIE,25504251,6684609,1.0,21.0,2011,189,24,10,1,2,0,0,1498
C13,V.PORVOONTIE,25504251,6684609,1.0,22.0,2011,140,19,7,1,1,0,0,909
C13,V.PORVOONTIE,25504251,6684609,1.0,23.0,2011,79,10,4,1,1,0,0,545
C13,V.PORVOONTIE,25504251,6684609,1.0,24.0,2011,39,6,2,0,0,0,0,232
C13,V.PORVOONTIE,25504251,6684609,2.0,1.0,2011,16,1,1,0,0,0,0,108
C13,V.PORVOONTIE,25504251,6684609,2.0,2.0,2011,17,1,1,0,0,0,0,99
C13,V.PORVOONTIE,25504251,6684609,2.0,3.0,2011,10,1,1,0,0,0,0,85
C13,V.PORVOONTIE,25504251,6684609,2.0,4.0,2011,11,1,1,0,0,0,0,95
C13,V.PORVOONTIE,25504251,6684609,2.0,5.0,2011,23,2,1,0,0,0,0,170
C13,V.PORVOONTIE,25504251,6684609,2.0,6.0,2011,98,11,5,2,2,0,0,674
C13,V.PORVOONTIE,25504251,6684609,2.0,7.0,2011,30,3,3,0,0,0,0,290
C13,V.PORVOONTIE,25504251,6684609,2.0,7.15,2011,64,4,4,0,0,1,0,392
C13,V.PORVOONTIE,25504251,6684609,2.0,7.3,2011,85,6,11,0,4,1,0,576
C13,V.PORVOONTIE,25504251,6684609,2.0,7.45,2011,76,6,9,0,2,2,0,546
C13,V.PORVOONTIE,25504251,6684609,2.0,8.0,2011,64,22,17,1,1,1,0,613
C13,V.PORVOONTIE,25504251,6684609,2.0,8.15,2011,96,24,12,0,0,3,0,753
C13,V.PORVOONTIE,25504251,6684609,2.0,8.3,2011,121,18,13,1,0,1,0,911
C13,V.PORVOONTIE,25504251,6684609,2.0,8.45,2011,107,15,18,4,0,5,0,1007
C13,V.PORVOONTIE,25504251,6684609,2.0,9.0,2011,97,19,11,0,0,4,0,876
C13,V.PORVOONTIE,25504251,6684609,2.0,9.15,2011,86,21,18,5,0,3,0,755
C13,V.PORVOONTIE,25504251,6684609,2.0,9.3,2011,78,22,4,1,0,1,0,721
C13,V.PORVOONTIE,25504251,6684609,2.0,9.45,2011,75,18,12,0,0,0,0,698
C13,V.PORVOONTIE,25504251,6684609,2.0,10.0,2011,248,85,51,8,1,5,0,2406
C13,V.PORVOONTIE,25504251,6684609,2.0,11.0,2011,233,85,51,9,0,4,0,2475
C13,V.PORVOONTIE,25504251,6684609,2.0,12.0,2011,287,78,43,9,3,5,0,2620
C13,V.PORVOONTIE,25504251,6684609,2.0,13.0,2011,293,87,35,4,0,5,0,2585
C13,V.PORVOONTIE,25504251,6684609,2.0,14.0,2011,287,86,48,12,0,4,0,2762
C13,V.PORVOONTIE,25504251,6684609,2.0,15.0,2011,333,150,40,5,0,3,0,3386
C13,V.PORVOONTIE,25504251,6684609,2.0,16.0,2011,151,34,8,1,0,4,0,1033
C13,V.PORVOONTIE,25504251,6684609,2.0,16.15,2011,165,28,6,0,0,4,0,1223
C13,V.PORVOONTIE,25504251,6684609,2.0,16.3,2011,187,34,6,2,0,5,0,1426
C13,V.PORVOONTIE,25504251,6684609,2.0,16.45,2011,165,28,4,5,0,6,0,1313
C13,V.PORVOONTIE,25504251,6684609,2.0,17.0,2011,207,34,10,3,0,4,0,1534
C13,V.PORVOONTIE,25504251,6684609,2.0,17.15,2011,181,25,11,3,0,3,0,1359
C13,V.PORVOONTIE,25504251,6684609,2.0,17.3,2011,135,20,3,2,0,0,0,1110
C13,V.PORVOONTIE,25504251,6684609,2.0,17.45,2011,142,18,1,2,0,2,0,1046
C13,V.PORVOONTIE,25504251,6684609,2.0,18.0,2011,157,21,1,2,0,2,0,992
C13,V.PORVOONTIE,25504251,6684609,2.0,18.15,2011,109,18,4,0,0,0,0,836
C13,V.PORVOONTIE,25504251,6684609,2.0,18.3,2011,102,18,2,0,0,3,0,799
C13,V.PORVOONTIE,25504251,6684609,2.0,18.45,2011,96,13,3,2,1,1,0,750
C13,V.PORVOONTIE,25504251,6684609,2.0,19.0,2011,357,41,12,0,1,8,0,2487
C13,V.PORVOONTIE,25504251,6684609,2.0,20.0,2011,252,29,10,0,5,1,0,1816
C13,V.PORVOONTIE,25504251,6684609,2.0,21.0,2011,155,19,7,2,2,0,0,1371
C13,V.PORVOONTIE,25504251,6684609,2.0,22.0,2011,140,16,7,1,1,0,0,865
C13,V.PORVOONTIE,25504251,6684609,2.0,23.0,2011,61,7,2,1,1,0,0,369
C13,V.PORVOONTIE,25504251,6684609,2.0,24.0,2011,36,5,2,0,0,0,0,231
C14,LAHDENV�YL�,25504732,6684363,1.0,1.0,2011,72,4,2,1,2,0,0,616
C14,LAHDENV�YL�,25504732,6684363,1.0,2.0,2011,51,3,1,1,2,0,0,364
C14,LAHDENV�YL�,25504732,6684363,1.0,3.0,2011,58,4,1,0,1,0,0,365
C14,LAHDENV�YL�,25504732,6684363,1.0,4.0,2011,57,4,1,1,2,0,0,372
C14,LAHDENV�YL�,25504732,6684363,1.0,5.0,2011,127,10,2,1,2,0,0,854
C14,LAHDENV�YL�,25504732,6684363,1.0,6.0,2011,586,42,11,8,16,1,0,4186
C14,LAHDENV�YL�,25504732,6684363,1.0,7.0,2011,401,59,21,16,11,1,0,3118
C14,LAHDENV�YL�,25504732,6684363,1.0,7.15,2011,582,80,26,16,4,0,0,4343
C14,LAHDENV�YL�,25504732,6684363,1.0,7.3,2011,777,91,25,11,12,0,0,5621
C14,LAHDENV�YL�,25504732,6684363,1.0,7.45,2011,744,82,22,25,12,0,0,5428
C14,LAHDENV�YL�,25504732,6684363,1.0,8.0,2011,574,98,39,4,13,1,0,4174
C14,LAHDENV�YL�,25504732,6684363,1.0,8.15,2011,755,99,20,7,12,3,0,5118
C14,LAHDENV�YL�,25504732,6684363,1.0,8.3,2011,895,108,29,6,21,5,0,6079
C14,LAHDENV�YL�,25504732,6684363,1.0,8.45,2011,907,90,21,8,10,3,0,5949
C14,LAHDENV�YL�,25504732,6684363,1.0,9.0,2011,752,82,29,2,15,5,0,5504
C14,LAHDENV�YL�,25504732,6684363,1.0,9.15,2011,651,53,27,6,20,2,0,4742
C14,LAHDENV�YL�,25504732,6684363,1.0,9.3,2011,602,60,32,6,14,1,0,4468
C14,LAHDENV�YL�,25504732,6684363,1.0,9.45,2011,430,59,30,10,9,4,0,3361
C14,LAHDENV�YL�,25504732,6684363,1.0,10.0,2011,1340,247,117,54,33,3,0,10838
C14,LAHDENV�YL�,25504732,6684363,1.0,11.0,2011,893,208,104,53,29,2,0,7422
C14,LAHDENV�YL�,25504732,6684363,1.0,12.0,2011,854,164,88,48,20,4,0,7437
C14,LAHDENV�YL�,25504732,6684363,1.0,13.0,2011,842,179,83,78,30,4,0,7351
C14,LAHDENV�YL�,25504732,6684363,1.0,14.0,2011,886,127,83,59,40,6,0,7410
C14,LAHDENV�YL�,25504732,6684363,1.0,15.0,2011,1012,149,81,55,49,8,0,8603
C14,LAHDENV�YL�,25504732,6684363,1.0,16.0,2011,256,56,24,16,21,2,0,2353
C14,LAHDENV�YL�,25504732,6684363,1.0,16.15,2011,293,33,12,18,18,3,0,2352
C14,LAHDENV�YL�,25504732,6684363,1.0,16.3,2011,348,38,19,20,7,2,0,2721
C14,LAHDENV�YL�,25504732,6684363,1.0,16.45,2011,404,51,29,19,19,4,0,3288
C14,LAHDENV�YL�,25504732,6684363,1.0,17.0,2011,916,109,48,27,33,3,0,7111
C14,LAHDENV�YL�,25504732,6684363,1.0,17.15,2011,206,24,8,3,7,3,0,1549
C14,LAHDENV�YL�,25504732,6684363,1.0,17.3,2011,200,18,2,8,4,2,0,1452
C14,LAHDENV�YL�,25504732,6684363,1.0,17.45,2011,288,33,12,19,20,5,0,2332
C14,LAHDENV�YL�,25504732,6684363,1.0,18.0,2011,448,37,7,14,21,3,0,3232
C14,LAHDENV�YL�,25504732,6684363,1.0,18.15,2011,306,39,13,5,10,1,0,2287
C14,LAHDENV�YL�,25504732,6684363,1.0,18.3,2011,327,40,13,8,7,5,0,2423
C14,LAHDENV�YL�,25504732,6684363,1.0,18.45,2011,298,29,4,7,16,2,0,2156
C14,LAHDENV�YL�,25504732,6684363,1.0,19.0,2011,1182,124,26,26,39,4,0,7882
C14,LAHDENV�YL�,25504732,6684363,1.0,20.0,2011,929,115,10,29,22,8,0,6681
C14,LAHDENV�YL�,25504732,6684363,1.0,21.0,2011,764,56,17,10,24,9,0,5692
C14,LAHDENV�YL�,25504732,6684363,1.0,22.0,2011,500,36,10,7,15,0,0,3770
C14,LAHDENV�YL�,25504732,6684363,1.0,23.0,2011,270,22,5,3,8,0,0,1766
C14,LAHDENV�YL�,25504732,6684363,1.0,24.0,2011,157,12,4,2,5,0,0,1065
C14,LAHDENV�YL�,25504732,6684363,2.0,1.0,2011,106,8,2,1,5,0,0,744
C14,LAHDENV�YL�,25504732,6684363,2.0,2.0,2011,64,4,1,1,1,0,0,708
C14,LAHDENV�YL�,25504732,6684363,2.0,3.0,2011,55,3,1,1,3,0,0,401
C14,LAHDENV�YL�,25504732,6684363,2.0,4.0,2011,51,5,1,1,1,0,0,354
C14,LAHDENV�YL�,25504732,6684363,2.0,5.0,2011,81,7,1,1,4,0,0,580
C14,LAHDENV�YL�,25504732,6684363,2.0,6.0,2011,257,21,5,3,8,0,0,1939
C14,LAHDENV�YL�,25504732,6684363,2.0,7.0,2011,117,13,13,10,10,0,0,954
C14,LAHDENV�YL�,25504732,6684363,2.0,7.15,2011,120,15,13,8,8,0,0,954
C14,LAHDENV�YL�,25504732,6684363,2.0,7.3,2011,171,33,13,8,8,0,0,1363
C14,LAHDENV�YL�,25504732,6684363,2.0,7.45,2011,252,66,22,9,11,0,0,2108
C14,LAHDENV�YL�,25504732,6684363,2.0,8.0,2011,206,23,21,8,16,1,0,1616
C14,LAHDENV�YL�,25504732,6684363,2.0,8.15,2011,270,24,23,7,16,0,0,2011
C14,LAHDENV�YL�,25504732,6684363,2.0,8.3,2011,381,38,17,15,16,1,0,2769
C14,LAHDENV�YL�,25504732,6684363,2.0,8.45,2011,411,44,24,17,13,1,0,3010
C14,LAHDENV�YL�,25504732,6684363,2.0,9.0,2011,331,35,14,13,14,1,0,2353
C14,LAHDENV�YL�,25504732,6684363,2.0,9.15,2011,336,43,19,13,22,0,0,2506
C14,LAHDENV�YL�,25504732,6684363,2.0,9.3,2011,267,43,29,18,19,0,0,2167
C14,LAHDENV�YL�,25504732,6684363,2.0,9.45,2011,251,42,32,18,19,0,0,2086
C14,LAHDENV�YL�,25504732,6684363,2.0,10.0,2011,729,144,79,64,55,6,0,6753
C14,LAHDENV�YL�,25504732,6684363,2.0,11.0,2011,704,132,95,61,39,8,0,6843
C14,LAHDENV�YL�,25504732,6684363,2.0,12.0,2011,830,162,84,76,33,4,0,7201
C14,LAHDENV�YL�,25504732,6684363,2.0,13.0,2011,917,191,102,65,24,4,0,7702
C14,LAHDENV�YL�,25504732,6684363,2.0,14.0,2011,1130,191,93,51,27,1,0,9325
C14,LAHDENV�YL�,25504732,6684363,2.0,15.0,2011,1469,282,109,81,36,4,0,12273
C14,LAHDENV�YL�,25504732,6684363,2.0,16.0,2011,483,66,31,12,7,2,0,3635
C14,LAHDENV�YL�,25504732,6684363,2.0,16.15,2011,594,101,23,13,11,4,0,4511
C14,LAHDENV�YL�,25504732,6684363,2.0,16.3,2011,774,123,21,10,10,1,0,5708
C14,LAHDENV�YL�,25504732,6684363,2.0,16.45,2011,762,159,16,16,11,7,0,5866
C14,LAHDENV�YL�,25504732,6684363,2.0,17.0,2011,675,103,20,7,16,3,0,4827
C14,LAHDENV�YL�,25504732,6684363,2.0,17.15,2011,741,81,23,16,13,1,0,5129
C14,LAHDENV�YL�,25504732,6684363,2.0,17.3,2011,711,72,19,16,18,3,0,4923
C14,LAHDENV�YL�,25504732,6684363,2.0,17.45,2011,655,59,25,9,13,1,0,4477
C14,LAHDENV�YL�,25504732,6684363,2.0,18.0,2011,644,61,23,11,14,1,0,4543
C14,LAHDENV�YL�,25504732,6684363,2.0,18.15,2011,576,58,18,14,14,1,0,4105
C14,LAHDENV�YL�,25504732,6684363,2.0,18.3,2011,492,42,17,9,15,2,0,3460
C14,LAHDENV�YL�,25504732,6684363,2.0,18.45,2011,444,45,9,10,14,1,0,3144
C14,LAHDENV�YL�,25504732,6684363,2.0,19.0,2011,1345,155,41,27,42,15,0,10185
C14,LAHDENV�YL�,25504732,6684363,2.0,20.0,2011,985,112,22,29,27,3,0,7901
C14,LAHDENV�YL�,25504732,6684363,2.0,21.0,2011,900,68,20,13,28,0,0,6695
C14,LAHDENV�YL�,25504732,6684363,2.0,22.0,2011,769,58,19,12,24,0,0,5099
C14,LAHDENV�YL�,25504732,6684363,2.0,23.0,2011,735,54,17,11,24,0,0,2939
C14,LAHDENV�YL�,25504732,6684363,2.0,24.0,2011,239,18,6,4,7,0,0,1387
C15,PORVOONV�YL�,25504666,6682350,1.0,1.0,2011,17,1,1,1,1,0,0,163
C15,PORVOONV�YL�,25504666,6682350,1.0,2.0,2011,21,1,0,0,0,0,0,125
C15,PORVOONV�YL�,25504666,6682350,1.0,3.0,2011,15,1,0,0,0,0,0,106
C15,PORVOONV�YL�,25504666,6682350,1.0,4.0,2011,27,1,0,1,0,0,0,150
C15,PORVOONV�YL�,25504666,6682350,1.0,5.0,2011,30,1,0,1,1,0,0,187
C15,PORVOONV�YL�,25504666,6682350,1.0,6.0,2011,168,8,3,4,4,0,0,1121
C15,PORVOONV�YL�,25504666,6682350,1.0,7.0,2011,74,16,3,8,0,0,0,610
C15,PORVOONV�YL�,25504666,6682350,1.0,7.15,2011,214,13,3,0,0,0,0,1389
C15,PORVOONV�YL�,25504666,6682350,1.0,7.3,2011,230,16,5,5,0,0,0,1546
C15,PORVOONV�YL�,25504666,6682350,1.0,7.45,2011,231,20,7,5,4,0,0,1612
