piste,nimi,x_gk25,y_gk25,suunta,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot,Kk,Kuolleet,Loukkaant,Vakavuusko,Ontyyppi,Onluokka,Osallkm,Nopraj,Kvl,Raskaskvl,Tietyö,Onnettomuus
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,1,2011,76,5,1,0,5,0,0,87,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,2,2011,65,5,1,0,4,0,0,75,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,3,2011,61,4,1,0,4,0,0,70,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,4,2011,52,4,1,0,3,0,0,60,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,5,2011,31,2,0,0,2,0,0,35,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,6,2011,76,5,1,0,5,0,0,87,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,7,2011,224,20,9,0,34,2,0,287,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,8,2011,269,84,10,0,42,10,0,405,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,9,2011,381,43,15,0,45,3,0,484,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,10,2011,326,47,12,0,37,6,0,422,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,11,2011,260,93,24,0,12,6,0,389,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,12,2011,316,58,13,0,12,15,0,399,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,13,2011,353,69,25,1,21,0,0,469,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,14,2011,388,64,20,0,23,4,0,495,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,15,2011,385,71,12,0,29,9,0,497,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,16,2011,430,48,8,0,33,11,0,519,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,17,2011,472,42,3,0,33,18,0,550,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,18,2011,363,23,2,0,26,13,0,414,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,19,2011,334,28,1,1,26,7,0,390,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,20,2011,422,24,5,0,28,3,0,479,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,21,2011,329,23,5,0,21,3,0,378,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,22,2011,266,20,4,0,16,0,0,306,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,23,2011,170,12,3,0,10,0,0,195,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,24,2011,130,9,2,0,8,0,0,149,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,1,2012,44,3,1,0,3,0,0,51,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,2,2012,28,2,0,0,2,0,0,32,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,3,2012,17,1,0,0,1,0,0,19,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,4,2012,15,1,0,0,1,0,0,17,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,5,2012,19,1,0,0,1,0,0,21,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,6,2012,64,4,1,0,4,0,0,73,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,7,2012,157,15,6,0,24,2,0,202,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,8,2012,473,40,20,0,34,17,0,567,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,9,2012,890,65,10,0,37,16,0,1002,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,10,2012,522,63,16,0,28,24,0,629,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,11,2012,364,74,16,0,26,4,0,480,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,12,2012,414,86,20,0,23,7,0,543,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,13,2012,373,72,13,0,20,9,0,478,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,14,2012,384,73,15,0,31,8,0,503,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,15,2012,375,58,19,1,32,13,0,485,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,16,2012,447,59,8,1,33,11,0,548,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,17,2012,504,51,1,0,39,14,0,595,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,18,2012,473,40,3,1,40,15,0,557,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,19,2012,419,25,3,0,37,7,0,484,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,20,2012,295,17,4,0,19,3,0,335,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,21,2012,249,17,4,0,16,3,0,286,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,22,2012,127,9,2,0,8,0,0,146,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,23,2012,87,6,2,0,5,0,0,100,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,24,2012,57,4,1,0,4,0,0,66,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,1,2013,56,4,1,0,4,0,0,65,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,2,2013,29,2,0,0,2,0,0,33,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,3,2013,23,2,0,0,2,0,0,27,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,4,2013,21,2,0,0,1,0,0,24,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,5,2013,24,2,0,0,2,0,0,28,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,6,2013,36,2,0,0,2,0,0,40,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,7,2013,97,8,4,0,16,2,0,125,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,8,2013,289,24,11,0,20,17,0,344,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,9,2013,758,54,8,0,31,16,0,851,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,10,2013,603,73,18,0,32,24,0,726,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,11,2013,331,68,15,0,24,4,0,438,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,12,2013,325,68,16,0,18,7,0,427,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,13,2013,393,76,13,0,21,9,0,503,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,14,2013,362,70,14,0,30,8,0,476,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,15,2013,361,56,19,1,31,13,0,468,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,16,2013,456,60,8,1,34,11,0,559,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,17,2013,480,48,1,0,37,14,0,566,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,18,2013,449,37,3,1,38,15,0,528,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,19,2013,451,27,3,0,40,7,0,521,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,20,2013,332,19,4,0,22,3,0,377,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,21,2013,293,20,5,0,18,3,0,336,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,22,2013,210,15,3,0,13,0,0,241,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,23,2013,117,9,2,0,7,0,0,135,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,24,2013,76,5,1,0,5,0,0,87,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,1,2014,38,3,1,0,3,0,0,45,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,2,2014,29,2,0,0,2,0,0,33,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,3,2014,16,1,0,0,1,0,0,18,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,4,2014,15,1,0,0,1,0,0,17,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,5,2014,20,1,0,0,1,0,0,22,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,6,2014,48,3,1,0,3,0,0,55,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,7,2014,163,15,7,0,25,2,0,210,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,8,2014,434,37,18,0,31,17,0,520,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,9,2014,836,62,10,0,34,16,0,942,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,10,2014,489,59,15,0,26,24,0,589,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,11,2014,336,69,15,0,24,4,0,444,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,12,2014,374,78,18,0,21,7,0,491,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,13,2014,403,78,14,0,22,9,0,517,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,14,2014,396,76,16,0,32,8,0,520,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,15,2014,393,62,21,1,33,13,0,510,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,16,2014,476,61,9,1,37,11,0,584,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,17,2014,536,55,1,0,41,14,0,633,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,18,2014,462,38,3,1,38,15,0,542,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,19,2014,455,28,3,0,41,7,0,527,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,20,2014,309,17,4,0,20,3,0,350,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,21,2014,288,20,5,0,18,3,0,331,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,22,2014,194,14,3,0,12,0,0,223,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,23,2014,125,9,2,0,8,0,0,144,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,24,2014,75,5,1,0,5,0,0,86,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,1,2015,30,2,0,0,2,0,0,34,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,2,2015,33,3,1,0,2,0,0,39,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,3,2015,19,1,0,0,1,0,0,21,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,4,2015,12,1,0,0,1,0,0,14,2.0,0.0,0.0,0.0,29.0,5.0,2.0,50.0,,,E,1
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,5,2015,28,2,0,0,2,0,0,32,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,6,2015,54,4,1,0,4,0,0,63,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,7,2015,145,17,8,0,25,2,0,195,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,8,2015,408,39,14,1,36,15,0,498,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,9,2015,825,49,19,2,41,19,0,936,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,10,2015,473,61,21,1,26,15,0,582,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,11,2015,345,69,17,0,26,8,0,457,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,12,2015,416,68,14,0,26,5,0,524,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,13,2015,436,66,16,0,26,10,0,544,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,14,2015,398,69,12,1,24,8,0,504,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,15,2015,415,74,8,0,25,6,0,522,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,16,2015,452,66,7,1,33,13,0,559,9.0,0.0,0.0,0.0,4.0,3.0,2.0,40.0,,,E,1
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,17,2015,496,44,6,0,28,15,0,574,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,18,2015,490,45,3,0,31,7,0,569,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,19,2015,437,28,3,0,26,13,0,494,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,20,2015,350,20,4,0,23,3,0,397,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,21,2015,241,17,4,0,15,3,0,277,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,22,2015,176,13,3,0,11,0,0,203,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,23,2015,102,7,2,0,6,0,0,117,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,24,2015,64,5,1,0,4,0,0,74,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,1,2016,31,2,0,0,2,0,0,34,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,2,2016,22,2,0,0,1,0,0,39,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,3,2016,10,1,0,0,1,0,0,21,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,4,2016,20,2,0,0,1,0,0,14,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,5,2016,22,1,0,0,1,0,0,32,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,6,2016,60,4,1,0,4,0,0,63,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,7,2016,158,19,8,0,27,2,0,195,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,8,2016,456,44,16,1,40,15,0,498,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,9,2016,760,45,17,2,37,19,0,936,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,10,2016,512,66,22,1,28,15,0,582,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,11,2016,352,71,17,0,27,8,0,457,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,12,2016,389,64,13,0,25,5,0,524,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,13,2016,388,59,15,0,23,10,0,544,6.0,0.0,0.0,0.0,81.0,1.0,1.0,80.0,47227.0,3354.0,E,1
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,14,2016,362,62,11,1,21,8,0,504,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,15,2016,410,73,7,0,24,6,0,522,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,16,2016,492,73,9,1,35,13,0,559,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,17,2016,517,46,6,0,30,15,0,574,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,18,2016,446,40,3,0,29,7,0,569,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,19,2016,392,25,3,0,23,13,0,494,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,20,2016,345,19,4,0,23,3,0,397,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,21,2016,286,20,4,0,18,3,0,277,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,22,2016,198,15,3,0,12,0,0,203,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,23,2016,111,8,2,0,7,0,0,117,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,1.0,24,2016,82,6,1,0,5,0,0,74,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,1,2011,95,7,1,0,6,0,0,109,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,2,2011,55,4,1,0,3,0,0,63,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,3,2011,67,5,1,0,4,0,0,77,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,4,2011,59,5,1,0,4,0,0,69,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,5,2011,24,2,0,0,1,0,0,27,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,6,2011,56,4,1,0,3,0,0,64,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,7,2011,126,19,8,0,49,2,0,202,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,8,2011,394,64,14,0,33,7,0,505,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,9,2011,572,56,17,2,32,7,0,679,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,10,2011,330,63,22,1,21,7,0,437,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,11,2011,313,46,13,10,14,4,0,396,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,12,2011,304,59,15,2,24,0,0,404,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,13,2011,369,75,14,0,16,6,0,474,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,14,2011,367,74,14,1,24,3,0,480,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,15,2011,403,71,19,0,33,7,0,526,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,16,2011,493,46,3,0,32,22,0,574,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,17,2011,630,32,4,0,36,17,0,702,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,18,2011,620,17,1,0,32,19,0,670,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,19,2011,466,23,1,0,27,18,0,517,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,20,2011,437,30,6,1,26,5,0,500,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,21,2011,399,31,6,0,24,0,0,460,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,22,2011,374,29,5,0,23,0,0,431,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,23,2011,215,18,3,0,13,0,0,249,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,24,2011,167,13,2,0,10,0,0,192,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,1,2012,55,4,1,0,4,0,0,64,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,2,2012,32,2,1,0,2,0,0,37,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,3,2012,18,1,0,0,1,0,0,20,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,4,2012,15,1,0,0,1,0,0,17,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,5,2012,15,1,0,0,1,0,0,17,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,6,2012,33,2,1,0,2,0,0,38,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,7,2012,86,13,5,0,34,2,0,138,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,8,2012,245,51,16,0,35,3,0,347,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,9,2012,366,46,10,2,30,6,0,454,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,10,2012,385,63,18,1,32,6,0,499,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,11,2012,315,62,10,10,22,1,0,419,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,12,2012,415,69,13,2,24,5,0,523,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,13,2012,418,66,16,0,22,2,0,522,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,14,2012,382,60,16,0,25,12,0,483,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,15,2012,399,55,15,1,24,13,0,494,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,16,2012,502,52,6,0,28,24,0,588,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,17,2012,673,32,5,3,37,26,0,750,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,18,2012,623,32,4,0,35,24,0,694,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,19,2012,484,21,2,1,29,17,0,537,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,20,2012,395,27,6,1,23,5,0,452,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,21,2012,344,27,5,0,20,0,0,396,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,22,2012,236,18,3,0,14,0,0,271,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,23,2012,112,9,2,0,7,0,0,130,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,24,2012,62,5,1,0,4,0,0,72,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,1,2013,57,4,1,0,4,0,0,66,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,2,2013,30,2,1,0,2,0,0,35,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,3,2013,23,2,0,0,1,0,0,26,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,4,2013,20,2,0,0,1,0,0,23,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,5,2013,23,2,0,0,1,0,0,26,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,6,2013,24,2,0,0,1,0,0,27,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,7,2013,56,8,4,0,22,2,0,90,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,8,2013,161,35,11,0,23,3,0,230,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,9,2013,317,41,9,2,26,6,0,395,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,10,2013,318,52,15,1,27,6,0,413,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,11,2013,278,55,9,9,20,1,0,371,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,12,2013,363,60,11,2,21,5,0,457,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,13,2013,391,62,15,0,21,2,0,489,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,14,2013,353,55,15,0,23,12,0,446,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,15,2013,391,54,15,1,24,13,0,485,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,16,2013,450,49,6,0,26,24,0,531,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,17,2013,595,28,5,3,32,26,0,663,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,18,2013,589,32,4,0,35,24,0,660,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,19,2013,456,20,2,1,28,17,0,507,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,20,2013,448,31,6,1,26,5,0,512,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,21,2013,358,28,6,0,21,0,0,413,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,22,2013,275,21,4,0,17,0,0,317,,,,,,,,,,,,0
A01,LAUTTASAAREN SILTA,25494426,6672169,2.0,23,2013,168,14,2,0,10,0,0,194,,,,,,,,,,,,0
