Onnett_id,Tienpit,Tie,Aosa,Aet,Ajr,Vuosi,Kk,Päivä,Kuolleet,Loukkaant,Vakavuusko,Tunti,Vkpv,Ontyyppi,Onluokka,Osallkm,Nopraj,Taajmerk,Pinta,Valoisuus,Sää,Onnpaikka,Liikvalot,Liittyvtie,Noplaji,Nopsuunvas,Nopsuunoik,Taajama,Mo_mol,Toimluokka,Kvl,Raskaskvl,Tienlev,X,Y,Tietyö,Päällyste,Lämpötila,Risteys,Katuosoite,Tietyyppi,Lisäkaisty,Solmutyyp,Liitluok,Lähliittie,Suuntlkm,Toimenpide,Valaisomis,Poikkileik,Päällyslev,Päällystlk
6909456,1,21401.0,34.0,0.0,0.0,2014,7,17.07.2014,0,0,0,14,Torstai,6,6,2,50,1,1,1,1,8,-1,,-1,-1,50,K,1,1,4861.0,64.0,83.0,389828.0,6678631.0,E,1,24.0,0,PIHLAJAMÄENTIE X LAHDENVÄYLÄ            ,-1,-1,-1,-1,,,1,1,1,74.0,10
6762195,1,21401.0,34.0,4.0,0.0,2014,10,27.10.2014,0,0,0,18,Maanantai,8,6,2,50,1,2,4,2,8,-1,,-1,-1,50,K,1,1,4861.0,64.0,83.0,389825.0,6678630.0,E,1,10.0,0,PIHLAJAMÄENTIE X LAHDENVÄYLÄ            ,-1,-1,-1,-1,,,1,1,1,74.0,10
6650546,1,21401.0,34.0,5.0,0.0,2014,2,19.02.2014,0,0,0,21,Keskiviikko,2,3,2,50,1,2,4,1,8,-1,,-1,-1,50,K,1,1,4861.0,64.0,83.0,389824.0,6678630.0,E,1,2.0,0,PIHLAJAMÄENTIE X TIE 4,-1,-1,-1,-1,,,1,1,1,74.0,10
6482084,1,21401.0,34.0,15.0,0.0,2014,1,17.01.2014,0,0,0,9,Perjantai,8,6,4,50,1,4,1,1,8,-1,,-1,-1,50,K,1,1,4861.0,64.0,83.0,389817.0,6678625.0,E,1,-13.0,0,PIHLAJAMÄENTIE                          ,-1,-1,-1,-1,,,1,1,1,74.0,10
6682202,1,21401.0,34.0,38.0,0.0,2014,11,27.11.2014,0,0,0,13,Torstai,12,2,2,50,1,1,1,2,8,-1,,-1,-1,50,K,1,1,4861.0,64.0,83.0,389800.0,6678616.0,E,1,4.0,1,PIHLAJAMÄENTIE X LAHDENVÄYLÄ            ,-1,-1,-1,-1,,,1,1,1,74.0,10
6744937,1,21402.0,29.0,381.0,0.0,2014,10,20.10.2014,0,1,2,13,Maanantai,83,1,1,80,0,1,1,1,8,-1,,-1,-1,80,E,1,1,2189.0,42.0,88.0,391444.0,6679346.0,E,1,9.0,0,LAHDENVÄYLÄ X KEHÄ 1 ITÄÄN,-1,-1,-1,-1,,,1,1,1,62.0,10
6819125,1,21402.0,49.0,827.0,0.0,2014,9,01.09.2014,0,0,0,12,Maanantai,6,6,3,80,0,-1,1,2,8,-1,,-1,-1,80,E,1,1,7978.0,184.0,93.0,391542.0,6679335.0,E,1,15.0,2,LAHDENVÄYLÄ                             ,-1,-1,-1,-1,,,1,1,1,62.0,10
6744641,1,21402.0,57.0,63.0,0.0,2014,4,20.04.2014,0,0,0,9,Sunnuntai,80,1,1,80,0,1,1,1,8,-1,,-1,-1,80,E,1,1,2134.0,,95.0,391646.0,6679512.0,E,1,9.0,0,MYLLYMESTARINTIE                        ,-1,-1,-1,-1,,,1,1,1,64.0,10
6806047,1,21402.0,57.0,329.0,0.0,2014,8,27.08.2014,0,0,0,20,Keskiviikko,86,1,1,80,0,2,1,2,8,-1,,-1,-1,80,E,1,1,2134.0,,95.0,391428.0,6679563.0,E,1,14.0,5,MYLLYMESTARINTIE X LAHDEN VÄYLÄ         ,-1,-1,-1,-1,,,1,1,1,64.0,10
6524223,1,21402.0,68.0,84.0,0.0,2014,2,01.02.2014,0,0,0,17,Lauantai,84,1,1,80,0,6,4,2,8,-1,,-1,-1,80,E,1,1,12755.0,700.0,96.0,391538.0,6679432.0,E,1,-5.0,0,KEHÄ 1 X LAHDENVÄYLÄ,-1,-1,-1,-1,,,1,1,1,65.0,10
6883979,1,21402.0,144.0,383.0,0.0,2014,7,24.07.2014,0,0,0,8,Torstai,3,3,2,80,0,1,1,1,8,-1,,-1,-1,100,E,1,1,21447.0,833.0,88.0,391778.0,6679774.0,E,1,20.0,0,LAHDEN VÄYLÄ X KEHÄ 1,-1,-1,-1,-1,,,1,1,1,62.0,10
6492727,1,21402.0,415.0,173.0,0.0,2014,1,21.01.2014,0,1,2,5,Tiistai,82,1,1,80,0,6,2,1,8,-1,,-1,-1,80,E,1,1,12678.0,724.0,88.0,391563.0,6679708.0,E,1,-10.0,0,LAHDENVÄYLÄ X SEPPÄMESTARINTIE          ,-1,-1,-1,-1,,,1,1,1,62.0,10
6761207,1,21402.0,415.0,224.0,0.0,2014,5,16.05.2014,0,0,0,17,Perjantai,8,6,2,80,0,1,1,2,8,-1,,-1,-1,80,E,1,1,12678.0,724.0,88.0,391516.0,6679711.0,E,1,10.0,0,LAHDENVÄYLÄ                             ,-1,-1,-1,-1,,,1,1,1,62.0,10
6819332,1,21402.0,813.0,172.0,0.0,2014,6,09.06.2014,0,0,0,6,Maanantai,90,11,2,100,0,-1,1,-1,8,-1,,-1,-1,80,E,1,1,20126.0,1194.0,96.0,391876.0,6679741.0,E,1,15.0,0,KEHÄ 1 X LAHDENVÄYLÄ,-1,-1,-1,-1,,,1,1,1,65.0,10
6736486,1,21402.0,910.0,378.0,0.0,2014,10,17.10.2014,0,0,0,15,Perjantai,89,1,1,70,0,2,1,4,8,-1,,-1,-1,80,E,1,1,10147.0,398.0,93.0,391683.0,6679262.0,E,1,8.0,0,LAHDENVÄYLÄ X MYLLYMESTARINTIE (ITÄÄN)  ,-1,-1,-1,-1,,,1,1,1,62.0,10
6695820,1,21402.0,910.0,552.0,0.0,2014,4,13.04.2014,0,0,0,12,Sunnuntai,3,3,2,80,0,3,1,4,8,-1,,-1,-1,80,E,1,1,10147.0,398.0,93.0,391743.0,6679220.0,E,1,5.0,0,MYLLYMESTARINTIE                        ,-1,-1,-1,-1,,,1,1,1,62.0,10
6628295,1,21513.0,67.0,350.0,0.0,2014,11,29.11.2014,0,0,0,22,Lauantai,6,6,2,80,0,2,4,2,8,-1,,-1,-1,80,E,-1,2,8166.0,365.0,78.0,391059.0,6684556.0,E,1,1.0,0,ALA-TIKKURILANTIE                       ,-1,-1,-1,-1,,,1,1,1,68.0,10
6858693,1,21513.0,67.0,355.0,0.0,2014,8,22.08.2014,0,0,0,17,Perjantai,6,6,2,50,1,1,1,1,8,1,,-1,-1,50,K,-1,2,8166.0,365.0,78.0,391054.0,6684558.0,E,1,18.0,4,TIKKURITIE X ALA-TIKKURILANTIE          ,-1,-1,-1,-1,,,1,1,1,68.0,10
6695704,1,21513.0,67.0,387.0,0.0,2014,3,10.03.2014,0,0,0,16,Maanantai,2,3,2,50,1,1,1,1,8,1,,-1,-1,50,K,-1,2,8166.0,365.0,78.0,391025.0,6684575.0,E,1,5.0,0,TIKKURITIE X KEHÄ 3,-1,-1,-1,-1,,,1,1,1,68.0,10
6861518,1,21513.0,78.0,3.0,0.0,2014,8,16.08.2014,0,0,0,18,Lauantai,3,3,2,50,1,1,1,1,8,-1,,-1,-1,80,K,-1,2,8435.0,472.0,76.0,391018.0,6684578.0,E,1,18.0,0,TIKKURITIE                              ,-1,-1,-1,-1,,,1,1,1,60.0,10
6805785,1,21525.0,56.0,306.0,0.0,2014,10,10.10.2014,0,0,0,10,Perjantai,82,1,1,50,1,2,1,3,8,-1,,-1,-1,-1,K,1,2,4396.0,103.0,53.0,382111.0,6671433.0,E,1,14.0,0,LÄNSIVÄYLÄ X LEMISSAARENTIE             ,-1,-1,-1,-1,,,-1,1,1,53.0,10
6612640,1,21586.0,12.0,444.0,0.0,2014,2,04.02.2014,0,0,0,10,Tiistai,13,2,2,50,1,5,1,3,8,-1,,-1,-1,50,K,-1,2,4470.0,206.0,72.0,390134.0,6684746.0,E,1,0.0,2,SUUTARILANTIE X KEHÄ III                ,-1,-1,5,5,,1.0,1,1,1,61.0,10
6484245,1,21586.0,23.0,4.0,0.0,2014,12,28.12.2014,0,0,0,21,Sunnuntai,52,4,2,50,1,6,4,1,8,-1,,-1,-1,50,K,-1,2,2466.0,155.0,71.0,390128.0,6684729.0,E,1,-12.0,2,SUUTARILANTIE                           ,-1,-1,-1,-1,,,1,1,1,65.0,10
6914565,1,21586.0,67.0,260.0,0.0,2014,8,04.08.2014,0,0,0,9,Maanantai,29,5,2,50,1,1,1,1,8,-1,,-1,-1,50,K,-1,2,2757.0,70.0,78.0,390287.0,6684879.0,E,1,25.0,0,SUUTARILANTIE X ALA-TIKKURILANTIE       ,-1,-1,-1,-1,,,1,1,1,74.0,10
6581419,1,21586.0,78.0,2.0,0.0,2014,3,19.03.2014,0,0,0,17,Keskiviikko,6,6,2,50,1,1,1,1,8,-1,,-1,-1,50,K,-1,2,4963.0,,54.0,390210.0,6684929.0,E,1,-1.0,5,ALA-TIKKURILANTIE X SUUTARILANTIE       ,-1,-1,5,5,,2.0,1,-1,1,71.0,10
6540312,1,21700.0,12.0,111.0,0.0,2014,12,23.12.2014,0,0,0,1,Tiistai,86,1,1,100,0,5,4,5,8,-1,,1,-1,100,E,1,1,12492.0,887.0,121.0,392832.0,6680794.0,E,1,-4.0,0,LAHDENVÄYLÄ X PORVOONVÄYLÄ              ,-1,-1,-1,-1,,,1,1,1,116.0,10
6760948,1,21700.0,34.0,409.0,0.0,2014,4,27.04.2014,0,0,0,22,Sunnuntai,7,6,2,80,0,1,2,1,8,-1,,1,-1,100,E,1,1,13028.0,1118.0,121.0,392809.0,6681008.0,E,1,10.0,0,PORVOONVÄYLÄ X LAHDENVÄYLÄ              ,-1,-1,-1,-1,,,1,1,1,112.0,10
6664793,1,21700.0,34.0,423.0,0.0,2014,2,09.02.2014,0,0,0,18,Sunnuntai,4,3,2,80,0,2,4,-1,8,-1,,1,-1,100,E,1,1,13028.0,1118.0,121.0,392798.0,6680999.0,E,1,3.0,0,PORVOONVÄYLÄ                            ,-1,-1,-1,-1,,,1,1,1,112.0,10
6571177,1,21700.0,34.0,541.0,0.0,2014,12,22.12.2014,0,1,2,9,Maanantai,89,1,1,80,0,6,4,2,8,-1,,1,-1,100,E,1,1,13028.0,1118.0,121.0,392729.0,6680896.0,E,1,-2.0,0,TIE 7 X LAHDENVÄYLÄ,-1,-1,-1,-1,,,1,1,1,112.0,10
6748290,1,21700.0,34.0,920.0,0.0,2014,9,29.09.2014,0,0,0,7,Maanantai,2,3,2,100,0,-1,2,-1,8,-1,,1,-1,100,E,1,1,13028.0,1118.0,121.0,392573.0,6680467.0,E,-1,9.0,0,LAHDENVÄYLÄ                             ,-1,-1,-1,-1,,,1,1,1,120.0,10
6475774,1,21701.0,34.0,17.0,0.0,2014,1,22.01.2014,0,0,0,2,Keskiviikko,86,1,1,50,1,6,4,1,8,-1,,-1,-1,-1,K,1,1,3546.0,89.0,69.0,393803.0,6681328.0,E,1,-15.0,5,SOMERIKKOTIE X PORVOONVÄYLÄ             ,-1,-1,5,5,,1.0,-1,1,1,69.0,10
6475682,1,21701.0,34.0,79.0,0.0,2014,1,23.01.2014,0,0,0,17,Torstai,82,1,1,50,0,6,2,2,8,-1,,-1,-1,-1,E,1,1,3546.0,89.0,69.0,393838.0,6681301.0,E,1,-15.0,0,SOMERIKKOTIE                            ,-1,-1,-1,-1,,,-1,1,1,69.0,10
6793710,1,21812.0,34.0,447.0,0.0,2014,6,16.06.2014,0,0,0,12,Maanantai,49,7,2,60,0,1,1,2,8,1,,-1,-1,80,E,-1,3,3787.0,123.0,101.0,381630.0,6679306.0,E,1,13.0,4,VIHDINTIE X KEHÄ 1,-1,-1,5,5,120.0,3.0,-1,2,1,70.0,10
6650683,1,21812.0,78.0,415.0,0.0,2014,2,17.02.2014,0,0,0,17,Maanantai,4,3,2,50,1,2,2,4,8,1,,-1,-1,80,K,-1,3,12743.0,499.0,93.0,381552.0,6679596.0,E,1,2.0,0,KEHÄ I X VIHDINTIE                      ,-1,-1,-1,-1,,,-1,2,1,65.0,10
6760390,1,21812.0,112.0,597.0,0.0,2014,10,11.10.2014,0,0,0,17,Lauantai,86,1,1,80,0,1,1,2,8,-1,,-1,-1,70,E,-1,3,6296.0,228.0,53.0,381744.0,6679420.0,E,1,10.0,2,VIHDINTIE X KEHÄ I                      ,-1,-1,-1,-1,,,-1,2,1,52.0,10
6696261,1,21812.0,511.0,433.0,0.0,2014,11,10.11.2014,0,0,0,22,Maanantai,9,13,2,80,0,2,4,4,8,-1,,-1,-1,70,E,-1,3,6643.0,251.0,91.0,381442.0,6679355.0,E,1,5.0,0,KEHÄ 3 X VIHDINTIE,-1,-1,-1,-1,,,-1,2,1,65.0,10
6761134,1,21812.0,610.0,93.0,0.0,2014,5,16.05.2014,0,0,0,9,Perjantai,6,6,2,60,0,1,1,1,8,-1,,-1,-1,70,E,-1,3,3322.0,112.0,90.0,381431.0,6679554.0,E,1,10.0,0,VIHDINTIE X KEHÄ 1,-1,-1,-1,-1,,,-1,2,1,62.0,10
6486643,1,21813.0,12.0,319.0,0.0,2014,12,25.12.2014,0,0,0,20,Torstai,49,4,2,40,1,4,4,1,8,1,,-1,-1,40,K,-1,3,2739.0,27.0,74.0,383101.0,6679238.0,E,1,-11.0,4,KAUPINTIE X NÄYTTELIJÄNTIE              ,-1,-1,5,5,,2.0,-1,0,1,67.0,10
6664227,1,21815.0,12.0,796.0,0.0,2014,11,13.11.2014,0,0,0,18,Torstai,7,6,2,40,1,1,4,1,8,1,,-1,-1,50,K,-1,3,4223.0,78.0,63.0,388228.0,6679983.0,E,1,3.0,4,PUKINMÄENKAARI X KEHÄ 1,-1,-1,-1,-1,,,1,-1,1,60.0,10
6638916,1,21815.0,34.0,407.0,0.0,2014,3,03.03.2014,0,0,0,12,Maanantai,4,3,2,80,0,2,1,4,8,-1,,-1,-1,80,E,-1,3,5753.0,218.0,73.0,388487.0,6680033.0,E,1,2.0,0,SEPPÄMESTARINTIE                        ,-1,-1,-1,-1,,,1,-1,1,60.0,10
6746026,1,21815.0,56.0,359.0,0.0,2014,5,27.05.2014,0,0,0,15,Tiistai,99,13,2,60,1,2,1,4,8,1,,-1,-1,50,K,-1,3,5384.0,102.0,76.0,388263.0,6680088.0,E,1,9.0,4,KEHÄ I RAMPPI PUKINMÄKEEN               ,-1,-1,-1,-1,,,1,-1,1,60.0,10
6624450,1,21815.0,56.0,405.0,0.0,2014,10,24.10.2014,0,0,0,13,Perjantai,7,6,2,60,1,1,1,2,8,-1,,-1,-1,50,K,-1,3,5384.0,102.0,76.0,388230.0,6680082.0,E,1,1.0,0,SEPPÄMESTARINTIE X PUKINMÄENKAARI       ,-1,-1,-1,-1,,,1,-1,1,60.0,10
6473494,1,21815.0,78.0,13.0,0.0,2014,12,29.12.2014,0,0,0,15,Maanantai,9,13,2,60,1,6,1,1,8,1,,-1,-1,50,K,-1,3,5353.0,127.0,61.0,388220.0,6680081.0,E,1,-16.0,4,PUKINMÄENKAARI X SEPPÄMESTARINTIE       ,-1,-1,5,5,,1.0,1,-1,1,60.0,10
6650768,1,21816.0,12.0,283.0,0.0,2014,3,04.03.2014,0,1,2,12,Tiistai,6,6,2,80,0,-1,1,2,8,-1,,-1,-1,80,E,-1,3,8523.0,2271.0,,388972.0,6679999.0,E,1,2.0,0,MYLLYMESTARINTIE                        ,-1,-1,-1,-1,,,-1,-1,1,65.0,10
6904802,1,21816.0,12.0,333.0,0.0,2014,5,22.05.2014,0,0,0,21,Torstai,13,2,2,50,1,1,1,1,8,-1,,-1,-1,50,K,-1,3,8523.0,2271.0,,389010.0,6679986.0,E,1,23.0,2,SEPPÄMESTARINTIE X MALMINKAARI          ,-1,-1,-1,-1,,,-1,-1,1,65.0,10
6721331,1,21816.0,12.0,418.0,0.0,2014,6,23.06.2014,0,0,0,2,Maanantai,4,3,2,40,1,2,4,4,8,3,,-1,-1,50,K,-1,3,8523.0,2271.0,,389074.0,6679963.0,E,1,7.0,2,MALMINKAARI                             ,-1,-1,-1,-1,,,-1,-1,1,65.0,10
6615204,1,21816.0,12.0,434.0,0.0,2014,3,08.03.2014,0,0,0,7,Lauantai,4,3,2,50,1,2,2,4,8,3,,-1,-1,50,K,-1,3,8523.0,2271.0,,389086.0,6679958.0,E,1,0.0,4,SEPPÄMESTARINTIE X MALMINKAARI          ,-1,-1,5,5,,1.0,-1,-1,1,65.0,10
6746016,1,21816.0,12.0,436.0,0.0,2014,10,29.10.2014,0,1,2,16,Keskiviikko,49,4,2,50,1,2,4,4,8,1,,-1,-1,50,K,-1,3,8523.0,2271.0,,389087.0,6679957.0,E,1,9.0,4,MALMIKAARI X SEPPÄMESTARINTIE           ,-1,-1,5,5,,1.0,-1,-1,1,65.0,10
6819442,1,21816.0,56.0,359.0,0.0,2014,6,20.06.2014,0,0,0,14,Perjantai,4,3,2,40,1,2,1,4,8,1,,-1,-1,50,K,-1,3,2888.0,157.0,,389126.0,6680054.0,E,1,15.0,4,MALMINKAARI X KEHÄ 1,-1,-1,-1,-1,,,-1,-1,1,65.0,10
6736098,1,21816.0,56.0,380.0,0.0,2014,4,07.04.2014,0,1,2,19,Maanantai,34,8,2,50,1,2,1,2,8,-1,,-1,-1,50,K,-1,3,2888.0,157.0,,389115.0,6680055.0,E,1,8.0,2,"KEHÄ 1, PUKINMÄEN RAMPPI",-1,-1,-1,-1,,,-1,-1,1,65.0,10
6695605,1,21816.0,56.0,399.0,0.0,2014,4,01.04.2014,0,0,0,13,Tiistai,50,4,2,50,1,1,1,1,8,-1,,-1,-1,50,K,-1,3,2888.0,157.0,,389105.0,6680056.0,E,1,5.0,2,SEPPÄMESTARINTIE X MALMINKAARI          ,-1,-1,5,5,,1.0,-1,-1,1,65.0,10
6663771,1,21816.0,78.0,22.0,0.0,2014,12,04.12.2014,0,0,0,17,Torstai,30,2,2,50,1,2,4,2,8,-1,,-1,-1,50,K,-1,3,7973.0,248.0,,389087.0,6680056.0,E,1,3.0,5,MALMIN KAARI X KEHÄ 1 LIITTYMÄ LÄNTEEN,-1,-1,-1,-1,,,-1,-1,1,65.0,10
6628715,1,21816.0,78.0,25.0,0.0,2014,1,10.01.2014,0,0,0,8,Perjantai,30,2,2,50,1,2,3,4,8,-1,,-1,-1,50,K,-1,3,7973.0,248.0,,389085.0,6680056.0,E,1,1.0,5,MALMINKAARI X SEPPÄMESTARINTIE          ,-1,-1,-1,-1,,,-1,-1,1,65.0,10
6838461,1,21816.0,78.0,421.0,0.0,2014,8,18.08.2014,0,0,0,8,Maanantai,6,6,2,80,0,2,1,4,8,-1,,-1,-1,80,E,-1,3,7973.0,248.0,,388839.0,6680065.0,E,1,16.0,0,SEPPÄMESTARINTIE                        ,-1,-1,-1,-1,,,-1,-1,1,65.0,10
6473588,1,21816.0,78.0,432.0,0.0,2014,1,24.01.2014,0,0,0,11,Perjantai,6,6,2,80,0,6,1,5,8,-1,,-1,-1,80,E,-1,3,7973.0,248.0,,388832.0,6680065.0,E,1,-16.0,0,SEPPÄMESTARINTIE                        ,-1,-1,-1,-1,,,-1,-1,1,65.0,10
6744816,1,21817.0,12.0,38.0,0.0,2014,10,09.10.2014,0,1,2,12,Torstai,62,9,2,40,1,1,1,2,2,-1,,-1,-1,50,K,-1,3,5120.0,320.0,71.0,390313.0,6680031.0,E,1,9.0,1,VANHA HELSINGINTIE X KEHÄ I LÄNTEEN     ,-1,-1,-1,-1,,,1,2,1,60.0,10
6917872,1,21817.0,34.0,0.0,0.0,2014,8,01.08.2014,0,0,0,17,Perjantai,8,6,3,80,0,1,1,1,8,-1,,-1,-1,-1,E,-1,3,5234.0,235.0,61.0,390121.0,6679945.0,E,1,26.0,0,"KEHÄ I ITÄÄN, MALMIN LIITTYMÄ           ",-1,-1,-1,-1,,,3,-1,1,60.0,10
6653652,1,21817.0,34.0,481.0,0.0,2014,3,04.03.2014,0,0,0,20,Tiistai,31,2,2,40,1,2,3,1,8,1,,-1,-1,50,K,-1,3,5234.0,235.0,71.0,390396.0,6679843.0,E,1,2.0,4,PIHLAJAMÄENTIE 37,-1,-1,5,5,,2.0,1,2,1,60.0,10
6570456,1,21817.0,34.0,483.0,0.0,2014,3,20.03.2014,0,0,0,21,Torstai,49,4,2,50,1,4,4,5,8,1,,-1,-1,50,K,-1,3,5234.0,235.0,71.0,390397.0,6679843.0,E,1,-2.0,4,PIHLAJAMÄENTIE 37,-1,-1,5,5,,2.0,1,2,1,60.0,10
6524224,1,21817.0,45.0,19.0,0.0,2014,12,23.12.2014,0,0,0,13,Tiistai,10,2,2,50,1,6,1,2,8,1,,-1,-1,50,K,-1,3,6260.0,149.0,68.0,390395.0,6679853.0,E,1,-5.0,4,PIHLAJAMÄENTIE                          ,-1,-1,5,5,,2.0,1,2,1,60.0,10
6819629,1,21817.0,45.0,21.0,0.0,2014,6,03.06.2014,0,0,0,16,Tiistai,7,6,2,50,1,2,1,4,8,1,,-1,-1,50,K,-1,3,6260.0,149.0,68.0,390394.0,6679853.0,E,1,15.0,4,PIHLAJAMÄENTIE                          ,-1,-1,-1,-1,,,1,2,1,60.0,10
6920737,1,21817.0,45.0,21.0,0.0,2014,5,24.05.2014,0,0,0,21,Lauantai,96,13,2,50,1,1,1,1,8,1,,-1,-1,50,K,-1,3,6260.0,149.0,68.0,390394.0,6679853.0,E,1,27.0,4,PIHLAJAMÄENTIE 37,-1,-1,-1,-1,,,1,2,1,60.0,10
6761045,1,21817.0,45.0,491.0,0.0,2014,4,24.04.2014,0,0,0,14,Torstai,99,13,2,80,0,1,1,1,8,-1,,-1,-1,-1,E,-1,3,6260.0,149.0,61.0,390415.0,6679961.0,E,1,10.0,0,SEPPÄMESTARINTIE X PIHLAJAMÄENTIE       ,-1,-1,-1,-1,,,3,-1,1,60.0,10
6570561,1,21817.0,67.0,252.0,0.0,2014,2,05.02.2014,0,0,0,18,Keskiviikko,8,6,2,50,1,6,4,1,8,1,,-1,-1,-1,K,-1,3,9952.0,426.0,66.0,390419.0,6680017.0,E,1,-2.0,4,KEHÄ 1 X TATTARIHARJUNTIE,-1,-1,-1,-1,,,1,2,1,60.0,10
6681704,1,21817.0,67.0,262.0,0.0,2014,4,13.04.2014,0,0,0,24,Sunnuntai,83,1,1,50,0,1,3,1,8,-1,,-1,-1,-1,E,-1,3,9952.0,426.0,66.0,390410.0,6680019.0,E,1,4.0,0,VANHA HELSINGINTIE X SEPPÄMESTARINTIE   ,-1,-1,-1,-1,,,1,2,1,60.0,10
6588787,1,21817.0,67.0,291.0,0.0,2014,11,21.11.2014,0,0,0,9,Perjantai,2,3,2,50,0,1,4,2,8,-1,,-1,-1,-1,E,-1,3,9952.0,426.0,66.0,390379.0,6680024.0,E,1,-1.0,0,VANHA HELSINGINTIE                      ,-1,-1,-1,-1,,,1,2,1,60.0,10
6910392,1,21818.0,12.0,36.0,0.0,2014,5,24.05.2014,0,0,0,22,Lauantai,86,1,1,50,1,1,1,1,8,-1,,6,-1,50,K,-1,3,5186.0,108.0,63.0,393429.0,6678402.0,E,1,24.0,5,KONTULANTIE X KEHÄ I LÄNTEEN RAMPPI     ,-1,-1,-1,-1,,,1,2,1,60.0,10
6838342,1,21818.0,61.0,255.0,0.0,2014,9,02.09.2014,0,0,0,17,Tiistai,8,6,2,60,0,1,1,2,8,1,,-1,-1,-1,E,-1,3,4792.0,98.0,43.0,393448.0,6678252.0,E,1,16.0,4,MYLLYMESTARINTIE X KONTULANTIE          ,-1,-1,-1,-1,,,1,-1,1,40.0,10
6761223,1,21818.0,61.0,608.0,0.0,2014,5,14.05.2014,0,0,0,14,Keskiviikko,96,13,2,50,0,-1,1,-1,8,-1,,-1,-1,-1,E,-1,3,4792.0,98.0,96.0,393454.0,6678412.0,E,1,10.0,0,KONTULANTIE X KURKIMÄENTIE              ,-1,-1,-1,-1,,,1,-1,1,80.0,10
6516474,1,21850.0,12.0,6.0,0.0,2014,1,30.01.2014,0,0,0,16,Torstai,2,3,2,80,0,1,1,2,8,-1,,-1,-1,80,E,1,2,1814.0,49.0,63.0,386153.0,6677527.0,E,1,-6.0,0,TUUSULANVÄYLÄ (TIE 45),-1,-1,-1,-1,,,1,-1,1,65.0,10
6721706,1,21850.0,23.0,20.0,0.0,2014,3,21.03.2014,0,0,0,8,Perjantai,54,4,2,40,1,2,1,2,8,-1,,-1,-1,50,K,1,2,5204.0,542.0,99.0,386271.0,6677842.0,E,1,7.0,2,ASESEPÄNTIE X TUUSULANVÄYLÄ RAMPPI      ,-1,-1,5,5,40936.0,4.0,1,1,1,51.0,10
6861625,1,21850.0,45.0,501.0,0.0,2014,5,22.05.2014,0,0,0,9,Torstai,8,6,3,50,1,1,1,1,8,1,,-1,-1,50,K,1,2,5652.0,633.0,131.0,386033.0,6677858.0,E,1,18.0,4,ASESEPÄNTIE X ASESEPÄNPOLKU             ,-1,-1,5,5,,2.0,1,1,1,115.0,10
6821269,1,21850.0,56.0,8.0,0.0,2014,9,09.09.2014,0,2,2,12,Tiistai,13,2,2,50,1,1,1,2,8,1,,-1,-1,50,K,1,2,2336.0,151.0,88.0,386023.0,6677858.0,E,1,15.0,4,ASESEPÄNTIE X ASESEPÄNPOLKU             ,-1,-1,5,5,,2.0,1,1,1,62.0,10
6722031,1,21851.0,67.0,619.0,0.0,2014,10,30.10.2014,0,0,0,10,Torstai,52,4,2,40,1,2,1,1,8,-1,,-1,-1,50,K,1,2,2491.0,28.0,61.0,385936.0,6678765.0,E,1,7.0,2,PAKILANTIE X TUUSULANVÄYLÄ              ,-1,-1,5,5,40933.0,6.0,1,1,1,40.0,10
6612733,1,21851.0,78.0,5.0,0.0,2014,2,28.02.2014,0,0,0,20,Perjantai,53,4,2,50,1,1,4,1,8,-1,,-1,-1,50,K,1,2,2071.0,255.0,76.0,385924.0,6678769.0,E,1,0.0,2,PAKILANTIE X TUUSULANVÄYLÄ              ,-1,-1,5,5,40933.0,6.0,1,1,1,40.0,10
6761222,1,21852.0,111.0,508.0,0.0,2014,5,06.05.2014,0,0,0,17,Tiistai,12,2,2,80,0,1,1,1,8,-1,,-1,-1,80,E,1,2,3484.0,119.0,68.0,386425.0,6680291.0,E,1,10.0,0,KEHÄ 1 X TUUSULANVÄYLÄ,-1,-1,-1,-1,,,1,1,1,60.0,10
6806078,1,21852.0,111.0,578.0,0.0,2014,6,30.06.2014,0,0,0,15,Maanantai,86,1,1,80,0,2,1,4,8,-1,,-1,-1,80,E,1,2,3484.0,119.0,68.0,386432.0,6680328.0,E,1,14.0,5,TUUSULANVÄYLÄ X KEHÄ I                  ,-1,-1,-1,-1,,,1,1,1,60.0,10
6532235,1,21852.0,212.0,0.0,0.0,2014,12,24.12.2014,0,0,0,22,Keskiviikko,89,1,1,80,0,4,4,5,8,-1,,-1,-1,80,E,1,2,4292.0,451.0,61.0,386411.0,6680705.0,E,1,-5.0,0,TUUSULANVÄYÄLÄ X KEHÄ 1,-1,-1,-1,-1,,,1,1,1,60.0,10
6772013,1,21852.0,313.0,552.0,0.0,2014,10,09.10.2014,0,1,2,22,Torstai,82,1,1,80,0,2,4,4,8,-1,,-1,-1,80,E,1,2,5241.0,73.0,68.0,386465.0,6680599.0,E,1,11.0,0,TUUSULANVÄYLÄ                           ,-1,-1,-1,-1,,,1,1,1,60.0,10
6783226,1,21852.0,313.0,609.0,0.0,2014,10,04.10.2014,0,0,0,16,Lauantai,83,1,1,80,0,2,1,4,8,-1,,-1,-1,80,E,1,2,4380.0,102.0,68.0,386458.0,6680646.0,E,1,12.0,0,TUUSULANVÄYLÄ X KEHÄ 1,-1,-1,-1,-1,,,1,1,1,60.0,10
