Onnett_id,Vuosi,Kk,Kuolleet,Loukkaant,Vakavuusko,Tunti,Ontyyppi,Onluokka,Osallkm,Nopraj,Kvl,Raskaskvl,Tietyö,Katuosoite
6654654,2011,5,0,0,0,8,99,13,2,120,28313.0,2430.0,E,VT 7
6547903,2011,1,0,0,0,12,89,1,1,100,28313.0,2430.0,K,PORVOONVÄYLÄ 3 KM LANDBON LIITT.H:KIIN
6886099,2011,7,0,0,0,6,93,1,1,120,28313.0,2430.0,E,PORVOONVÄYLÄ                            
6900425,2011,7,0,1,2,23,85,1,1,120,28313.0,2430.0,E,PORVOONVÄYLÄ                            
6839681,2011,4,0,1,2,18,83,1,1,120,28313.0,2430.0,E,PORVOON VÄYLÄ                           
6763258,2011,10,0,0,0,6,89,1,1,120,28313.0,2430.0,E,PORVOONVÄYLÄ                            
6694026,2011,12,0,0,0,16,94,13,7,100,28313.0,2430.0,E,PORVOONVÄYLÄ                            
6763187,2011,10,0,0,0,20,81,1,1,120,28313.0,2430.0,E,PORVOONVÄYLÄ                            
6886485,2011,6,0,0,0,5,90,11,2,120,28313.0,2430.0,E,PORVOONVÄYLÄ                            
6542255,2011,1,0,0,0,12,82,1,1,100,28313.0,2430.0,E,TIE 7
6484785,2011,2,0,1,2,21,8,6,2,50,39124.0,2032.0,E,TUUSULANVÄYLÄ X VAAKALINNUNTIE          
6682753,2011,12,0,0,0,17,4,3,2,60,36652.0,1635.0,E,TUUSULANVÄYLÄ                           
6548162,2011,12,0,0,0,21,80,1,1,80,36652.0,1635.0,E,TUUSULANVÄYLÄ 300 M POHJOISEEN
6683397,2011,3,0,0,0,9,6,6,5,80,36652.0,1635.0,E,TUUSULANVÄYLÄ                           
6583086,2011,1,0,0,0,22,4,3,2,80,36652.0,1635.0,E,"TUUSULANVÄYLÄ,ASESEPÄNTIEN YLÄPUOLELLA  "
6574409,2011,1,0,1,2,15,81,1,1,80,36652.0,1635.0,E,TUUSULANTIE                             
6654646,2011,2,0,0,0,16,3,3,3,80,62472.0,3811.0,E,TUUSULANVÄYLÄ                           
6839617,2011,6,0,0,0,14,80,1,1,80,62472.0,3811.0,E,TUUSULANVÄYLÄ X KEHÄ 1
6763097,2011,12,0,0,0,18,6,6,2,80,62472.0,3811.0,E,"TUUSULANTIE X KEHÄ I, KAISTAT POHJOISEEN"
6655048,2011,11,0,0,0,5,83,1,1,80,62472.0,3811.0,E,TUUSULANVÄYLÄ                           
6683175,2011,3,0,1,2,16,6,6,5,100,62472.0,3811.0,E,TUUSULANVÄYLÄ                           
6791745,2011,11,0,0,0,17,8,6,4,80,62472.0,3811.0,E,TUUSULANVÄYLÄ POHJOISEEN                
6624748,2011,1,0,0,0,4,0,3,2,100,62472.0,3811.0,E,TUUSULANVÄYLÄ                           
6713090,2011,12,0,0,0,13,3,3,2,100,62472.0,3811.0,E,TUUSULANVÄYLÄ                           
6892866,2011,7,0,0,0,20,3,3,2,80,33559.0,3673.0,E,KEHÄ III                                
6615419,2011,3,0,0,0,9,2,3,2,80,33559.0,3673.0,E,KEHÄ III                                
6845078,2011,5,0,0,0,16,2,3,2,80,33559.0,3673.0,E,ALA-TIKKURILANTIE                       
6582696,2011,2,0,0,0,4,80,1,1,80,33559.0,3673.0,E,ALA-TIKKURILANTIE                       
6614643,2011,12,0,0,0,9,3,3,2,80,33559.0,3673.0,E,ALA-TIKKURILANTIE                       
6910975,2011,7,0,0,0,14,8,6,3,80,33559.0,3673.0,E,HEIDEHOFINTIE                           
6625094,2011,4,0,0,0,22,6,6,2,40,40000.0,,E,PORKKALANKATU X LÄNSIVÄYLÄ              
6720154,2011,4,0,0,0,15,13,2,2,50,40000.0,,E,PORKKALANKATU X LÄNSIVÄYLÄ              
6663570,2011,12,0,0,0,8,2,3,2,50,40000.0,,E,PORKKALANKATU X LÄNSIVÄYLÄ              
6763231,2011,10,0,0,0,20,8,6,2,50,40000.0,,E,LÄNSIVÄYLÄ X PORKKALANKATU              
6683018,2011,12,0,0,0,9,3,3,2,80,40000.0,,E,LÄNSIVÄYLÄ                              
6736766,2011,11,0,0,0,10,6,6,2,50,42603.0,3089.0,K,PORKKALANKATU 18
6542370,2011,2,0,0,0,17,4,3,2,50,42603.0,3089.0,E,PORKKALANKATU                           
6654667,2011,2,0,0,0,17,13,2,2,50,42603.0,3089.0,E,LÄNSIVÄYLÄ X PORKKALANKATU              
6840677,2011,10,0,0,0,16,3,3,2,80,42603.0,3089.0,E,LÄNSIVÄYLÄ                              
6471135,2011,2,0,0,0,22,81,13,2,80,42603.0,3089.0,E,LÄNSIVÄYLÄ                              
6763640,2011,5,0,0,0,22,4,3,2,80,42603.0,3089.0,E,LÄNSIVÄYLÄ                              
6736929,2011,4,0,0,0,14,8,6,4,80,42603.0,3089.0,E,LÄNSIVÄYLÄ                              
6863295,2011,8,0,1,2,9,6,6,2,80,42603.0,3089.0,E,LÄNSIVÄYLÄ                              
6714699,2011,4,0,0,0,14,3,3,3,80,42603.0,3089.0,E,LÄNSIVÄYLÄ LEMISSAAREN LIITTYMÄ         
6654643,2011,3,0,0,0,16,99,13,2,80,42603.0,3089.0,E,LÄNSIVÄYLÄ                              
6791887,2011,6,0,0,0,19,82,1,1,80,42603.0,3089.0,E,"LÄNSIVÄYLÄ, LEMISSAARI                  "
6471112,2011,2,0,0,0,13,3,3,2,80,56817.0,3010.0,E,"LÄNSIVÄYLÄ, LEMISSAAREN LIITTYMÄ        "
6863214,2011,7,0,0,0,6,81,1,1,80,56817.0,3010.0,E,LÄNSIVÄYLÄ                              
6683104,2011,4,0,0,0,10,99,13,1,80,56817.0,3010.0,E,LÄNSIVÄYLÄ                              
6547336,2011,1,0,0,0,9,3,3,2,80,56817.0,3010.0,E,LÄNSIVÄYLÄ (KATAJAHARJUNTIEN RAMPPI)    
6614827,2011,3,0,0,0,24,4,3,2,80,56817.0,3010.0,E,LÄNSIVÄYLÄ                              
6807331,2011,9,0,0,0,19,2,3,2,50,59312.0,2826.0,K,"KEHÄ 1, KAISTAT ITÄÄN"
6785144,2011,9,0,0,0,13,3,3,2,80,59312.0,2826.0,E,KEHÄ 1 LÄNTEEN(KONALA)
6492207,2011,1,0,0,0,16,4,3,2,80,59312.0,2826.0,E,MESTARINTIE/KEHÄ 1 LÄNTEEN
6743999,2011,11,0,0,0,8,6,6,2,80,59312.0,2826.0,E,KEHÄ 1 (KONALANTIEN KOHDALLA)
6885702,2011,6,0,0,0,18,81,1,1,80,59312.0,2826.0,E,MUURIMESTARINTIE                        
6770902,2011,4,0,0,0,18,8,6,4,80,59312.0,2826.0,E,KEHÄ I                                  
6734865,2011,11,0,0,0,7,9,13,3,80,59312.0,2826.0,E,MUURIMESTARINTIE                        
6885700,2011,6,0,0,0,12,3,3,2,80,59312.0,2826.0,E,KEHÄ 1 (MUURIMESTARINTIE)
6736690,2011,4,0,0,0,18,6,6,2,80,59312.0,2826.0,E,KEHÄ 1 X VIHDINTIE
6494274,2011,1,0,0,0,17,6,6,2,70,59312.0,2826.0,E,VIHDINTIE X KEHÄ 1
6654979,2011,12,0,0,0,21,3,3,2,80,59312.0,2826.0,E,KEHÄ 1 X VIHDINTIE ITÄÄN
6771110,2011,9,0,0,0,9,6,6,3,80,74047.0,3641.0,E,"KEHÄ 1, VIHDINTIEN LIITTYMÄ"
6815725,2011,8,0,0,0,22,6,6,2,80,74047.0,3641.0,E,KEHÄ I                                  
6863115,2011,7,0,1,2,23,96,9,2,50,74047.0,3641.0,K,KEHÄ 1 X VIHDINTIE
6625592,2011,2,0,0,0,15,9,13,2,80,74047.0,3641.0,E,MUURIMESTARINTIE X VIHDINTIE            
6468815,2011,2,0,0,0,7,9,13,3,80,74047.0,3641.0,E,KEHÄ I                                  
6691377,2011,10,0,0,0,5,80,1,1,80,74047.0,3641.0,E,KEHÄ 1
6791786,2011,5,0,0,0,13,6,6,2,80,74047.0,3641.0,E,KEHÄ 1 LÄNTEEN KANNELMÄEN KOHDALLA
6663442,2011,11,0,0,0,17,2,3,2,80,74047.0,3641.0,E,KEHÄ 1 ITÄÄN (LASSILAN KOHTA)
6624722,2011,2,0,0,0,9,6,6,3,80,74047.0,3641.0,E,KEHÄ 1
6815759,2011,8,0,0,0,7,6,6,3,80,74047.0,3641.0,E,MUURIMESTARINTIE                        
6807665,2011,9,0,0,0,17,6,6,2,80,74047.0,3641.0,E,MUURIMESTARINTIE                        
6713181,2011,4,0,0,0,8,7,6,2,80,74047.0,3641.0,E,MUURIMESTARINTIE                        
6863175,2011,8,0,0,0,23,0,3,2,80,74047.0,3641.0,E,KANTELETTARENTIE X MUURIMESTARINTIE     
6839815,2011,9,0,0,0,18,8,6,2,80,74047.0,3641.0,E,MUURIMESTARINTIE X KAARELANVIERTO       
6851994,2011,6,0,0,0,17,4,3,2,80,74047.0,3641.0,E,KEHÄ 1
6663463,2011,12,0,0,0,17,3,3,2,80,74047.0,3641.0,E,MUURIMESTARINTIE                        
6807444,2011,10,0,0,0,17,4,3,2,80,74047.0,3641.0,E,"MUURIMESTARINTIE, KANNELMÄEN LIITTYMÄ   "
6785301,2011,10,0,1,2,18,2,3,2,80,74047.0,3641.0,E,MUURIMESTARINTIE                        
6886404,2011,9,0,0,0,16,3,3,2,80,74047.0,3641.0,E,MUURIMESTARINTIE X HÄMEENLINNANVÄYLÄ    
6763443,2011,10,0,0,0,17,7,6,2,80,86206.0,3675.0,E,NEULAPADONTIE 3
6537478,2011,11,0,0,0,23,86,1,1,80,86206.0,3675.0,E,KEHÄ 1
6626247,2011,2,0,2,2,8,6,6,3,80,86206.0,3675.0,E,KEHÄ 1
6736928,2011,10,0,0,0,1,89,1,1,80,86206.0,3675.0,E,KEHÄ 1 X HÄMEENLINNANVÄYLÄ
6718906,2011,11,0,2,2,17,8,6,3,80,86206.0,3675.0,E,MUURIMESTARINTIE X KAARELANVIERTO       
6718907,2011,11,0,0,0,18,4,3,2,80,86206.0,3675.0,E,MUURIMESTARINTIE                        
6742764,2011,10,0,0,0,7,2,3,2,80,86206.0,3675.0,E,MUURIMESTARINTIE X KAARELANVIERTO       
6900479,2011,8,0,0,0,10,4,3,2,70,86206.0,3675.0,E,"KEHÄ 1, HÄMEENLINNANVÄYLÄN LIITTYMÄ"
6770963,2011,4,0,0,0,17,8,6,3,80,86206.0,3675.0,E,KEHÄ 1 ITÄÄN ENNEN PAKILAA
6900582,2011,8,0,0,0,16,2,3,2,80,86206.0,3675.0,E,KEHÄ I                                  
6468454,2011,2,0,0,0,9,3,3,2,80,86206.0,3675.0,E,MUURIMESTARINTIE                        
6910781,2011,6,0,3,2,16,8,6,3,80,86206.0,3675.0,E,KEHÄ I LÄNTEEN                          
6900532,2011,5,0,0,0,18,8,6,3,80,86206.0,3675.0,E,MUURIMESTARINTIE                        
6719012,2011,10,0,0,0,8,7,6,2,80,86206.0,3675.0,E,KEHÄ 1 X PAKILANTIE
6807301,2011,5,0,1,2,16,81,1,1,80,86206.0,3675.0,E,MUURIMESTARINTIE                        
6763355,2011,10,0,1,2,16,6,6,4,80,86206.0,3675.0,E,KEHÄ I                                  
6913459,2011,7,0,0,0,18,7,6,2,80,86206.0,3675.0,K,MUURIMESTARINTIE 101
6869305,2011,9,0,1,2,16,7,6,4,80,86206.0,3675.0,E,KEHÄ 1 ( X PAKILANTIE )
6869321,2011,7,0,0,0,3,93,1,1,80,86206.0,3675.0,E,MUURIMESTARINTIE                        
6583172,2011,2,0,0,0,18,9,13,2,80,86206.0,3675.0,E,KEHÄ 1 LÄNTEEN PAKILANTIEN SILLAN ALLA
6900555,2011,8,0,1,2,9,9,13,2,80,86651.0,3642.0,E,KEHÄ 1
6886101,2011,6,0,1,2,17,6,6,4,80,86651.0,3642.0,E,"MUURMESTARINTIE ITÄÄN, PAKILAN KOHDALLA "
6682986,2011,12,0,0,0,16,89,1,1,80,86651.0,3642.0,E,MUURIMESTARINTIE LÄNTEEN                
6763177,2011,11,0,0,0,18,8,6,2,80,86651.0,3642.0,E,MUURIMESTARINTIE                        
6542274,2011,3,0,0,0,10,4,3,2,80,86651.0,3642.0,E,KEHÄ 1
6683159,2011,3,0,0,0,17,8,6,3,80,86651.0,3642.0,E,KEHÄ 1
6900499,2011,7,0,0,0,16,2,3,2,80,86651.0,3642.0,E,KEHÄ 1 LÄNTEEN 400 M TUUSULANVÄYLÄLTÄ
6737049,2011,10,0,0,0,2,80,1,1,80,86651.0,3642.0,E,KEHÄ I X TUUSULANVÄYLÄ                  
6815387,2011,4,0,0,0,17,3,3,2,80,86651.0,3642.0,E,MUURIMESTARINTIE X TUUSULANVÄYLÄ        
6913608,2011,8,0,0,0,15,9,13,2,80,86651.0,3642.0,E,KEHÄ 1
6624505,2011,12,0,0,0,8,4,3,2,80,86651.0,3642.0,E,MUURIMESTARINTIE                        
6617095,2011,2,0,0,0,20,6,6,2,80,86651.0,3642.0,E,KEHÄ 1 ITÄÄN /PAKILA
6785444,2011,10,0,0,0,15,2,3,2,80,86651.0,3642.0,E,MUURIMESTARINTIE (PAKILA)               
6581171,2011,2,0,1,2,12,7,6,2,80,86651.0,3642.0,E,KEHÄ I X TUUSULANVÄYLÄ                  
6792957,2011,5,0,0,0,8,4,3,2,80,86651.0,3642.0,E,KEHÄ I X TUUSULANVÄYLÄ                  
6737021,2011,5,0,0,0,7,4,3,2,80,55925.0,3275.0,E,MUURIMESTARINTIE                        
6691088,2011,12,0,0,0,8,3,3,2,80,55925.0,3275.0,E,KEHÄ 1 LÄNTEEN X PUKINMÄEN LIITTYMÄ
6574183,2011,2,0,0,0,4,80,1,1,80,55925.0,3275.0,E,SEPPÄMESTARINTIE X KÄSKYNHALTIJANTIE    
6583019,2011,2,0,1,2,12,91,13,2,80,55925.0,3275.0,E,MUURIMESTARINTIE X KÄSKYNHALTIJANTIE    
6682851,2011,12,0,0,0,8,6,6,3,80,55925.0,3275.0,E,SEPPÄMESTARINTIE                        
6614764,2011,3,0,0,0,17,8,6,4,80,45693.0,,E,SEPPÄMESTARINTIE (KEHÄ 1)
6763316,2011,10,0,0,0,7,6,6,3,80,45693.0,,E,SEPPÄMESTARINTIE                        
6654568,2011,1,0,0,0,18,6,6,3,80,45693.0,,E,SEPPÄMESTARINTIE                        
6624777,2011,2,0,0,0,16,8,6,2,80,57297.0,3330.0,E,SEPPÄMESTARINTIE X MALMINKAARI          
6523229,2011,3,0,0,0,8,6,6,2,80,57297.0,3330.0,E,KEHÄ 1 PUKINMÄEN LIITTYMÄ
6849446,2011,8,0,0,0,17,4,3,2,80,57297.0,3330.0,E,SEPPÄMESTARINTIE                        
6713077,2011,12,0,0,0,12,3,3,2,80,57297.0,3330.0,E,SEPPÄMESTARINTIE                        
6763363,2011,10,0,0,0,16,6,6,2,80,57297.0,3330.0,E,SEPPÄMESTARINTIE MYLLYMESTARINTIE       
6869290,2011,8,0,0,0,20,81,1,1,80,57297.0,3330.0,E,SEPPÄMESTARINTIE                        
6654651,2011,3,0,0,0,17,8,6,3,80,57297.0,3330.0,E,SEPPÄMESTARINTIE                        
6886019,2011,8,0,0,0,17,6,6,2,80,57297.0,3330.0,E,SEPPÄMESTARINTIE                        
6864578,2011,5,0,1,2,18,8,6,3,80,57297.0,3330.0,E,SEPPÄMESTARINTIE                        
6910769,2011,6,0,0,0,20,80,1,1,80,57297.0,3330.0,E,SEPPÄMESTARINTIE LÄNTEEN                
6654196,2011,3,0,0,0,16,6,6,2,80,55072.0,3201.0,E,SEPPÄMESTARINTIE                        
6900519,2011,8,0,0,0,17,6,6,2,80,55072.0,3201.0,E,KEHÄ 1
6523221,2011,3,0,0,0,8,6,6,2,80,55072.0,3201.0,E,SEPPÄMESTARINTIE X PIHLAJAMÄENTIE       
6770941,2011,9,0,0,0,8,3,3,2,80,55072.0,3201.0,E,KEHÄ 1 X PIHLAJAMÄENTIE
6924149,2011,6,0,0,0,15,6,6,3,80,55072.0,3201.0,E,MYLLYMESTARINTIE                        
6920366,2011,6,0,0,0,13,2,3,2,80,55072.0,3201.0,E,KEHÄ I LÄNTENNPÄIN                      
6574480,2011,1,0,0,0,17,7,6,3,80,55072.0,3201.0,E,KEHÄ I ITÄÄN                            
6548022,2011,3,0,0,0,9,6,6,2,80,55072.0,3201.0,E,SEPPÄMESTARINTIE                        
6919124,2011,7,0,1,2,8,6,6,4,80,55072.0,3201.0,E,SEPPÄMESTARINTIE                        
6691253,2011,12,0,0,0,18,4,3,2,80,55072.0,3201.0,E,MYLLYMESTARINTIE                        
6470350,2011,2,0,0,0,10,3,3,2,80,55072.0,3201.0,E,KEHÄ I SEPPÄMESTARINTIE X LAHDENVÄYLÄ   
6654783,2011,12,0,0,0,19,6,6,3,80,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6475409,2011,2,0,0,0,19,2,3,2,80,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6523128,2011,1,0,0,0,21,6,6,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE ITÄÄN PÄIN             
6785521,2011,9,0,0,0,9,6,6,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE X KIVIKONTIE           
6466559,2011,2,0,0,0,10,3,3,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE X KIVIKONTIE           
6683219,2011,3,0,0,0,17,86,1,1,70,49989.0,2352.0,E,CASTRENINKATU 14
6863374,2011,6,0,0,0,16,6,6,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE X KIVIKONTIE           
6581242,2011,2,0,0,0,19,6,6,3,80,49989.0,2352.0,E,MYLLYMESTARINTIE KIVIKONLAITA           
6900560,2011,5,0,0,0,11,8,6,2,70,49989.0,2352.0,E,MYLYMESTARINTIE X KIVIKONLAITA          
6770946,2011,10,0,0,0,20,8,6,3,70,49989.0,2352.0,E,MYLLYMESTARINTIE X KIVIKONTIE           
6923303,2011,7,0,0,0,20,8,6,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE X KIVIKONLAITA         
6869306,2011,9,0,0,0,14,6,6,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE X KIVIKONTIE           
6691056,2011,11,0,1,2,17,6,6,6,70,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6654647,2011,2,0,0,0,16,8,6,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6900495,2011,7,0,0,0,16,4,3,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6523227,2011,2,0,0,0,8,6,6,3,70,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6807394,2011,9,0,0,0,17,7,6,2,80,49989.0,2352.0,E,MYLLYMESTARINTIE KIVIKKO                
6791780,2011,9,0,0,0,21,6,6,3,70,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6466546,2011,2,0,0,0,7,3,3,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6624243,2011,12,0,0,0,10,11,2,3,70,49989.0,2352.0,E,MYLLYMESTARINTIE X KONTULANTIE          
6903935,2011,7,0,0,0,18,4,3,2,60,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6663621,2011,12,0,0,0,17,3,3,2,60,49989.0,2352.0,E,KEHÄ I ITÄÄN X KONTULANTIE              
6493941,2011,2,0,0,0,12,8,6,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE X KONTULANTIE          
6724041,2011,11,0,0,0,21,6,6,2,70,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6720152,2011,12,0,0,0,18,6,6,2,60,49989.0,2352.0,E,MYLLYMESTARINTIE                        
6763190,2011,10,0,0,0,17,59,4,2,60,44675.0,2406.0,E,KONTULANTIE X MYLLYMESTARINTIE          
6663569,2011,12,0,0,0,19,6,6,2,60,44675.0,2406.0,E,MYLLYMESTARINTIE ITÄÄN X KONTULANTIE    
