piste,nimi,x_gk25,y_gk25,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot,road-usage-index,Onnett_id,Vuosi,Kk,Kuolleet,Loukkaant,Vakavuusko,Tunti,Ontyyppi,Onluokka,Osallkm,Nopraj,Kvl,Raskaskvl,Tietyö,Katuosoite,accident-index
A01,LAUTTASAAREN SILTA,25494426,6672169,4,2015,27,2,0,0,2,0,0,31,99,6685761,2015,2,0,0,0,4,29,5,2,50,,,E,LAUTTASAAREN SILTA,2738
A01,LAUTTASAAREN SILTA,25494426,6672169,16,2015,893,126,18,1,60,24,0,1098,111,6814007,2015,9,0,0,0,16,4,3,2,40,,,E,LAUTTASAAREN SILTA,2827
A01,LAUTTASAAREN SILTA,25494426,6672169,13,2016,765,123,30,0,49,13,0,1042,132,7432154,2016,6,0,0,0,13,81,1,1,80,47227.0,3354.0,E,LAUTTASAAREN SILTA,2999
A02,LAPINLAHDEN SILTA,25494579,6672693,3,2012,82,4,1,2,5,0,0,94,170,6515943,2012,3,0,0,0,3,99,13,2,80,43625.0,3148.0,E,LAPINLAHDEN SILTA,465
A02,LAPINLAHDEN SILTA,25494579,6672693,21,2012,1992,92,18,34,104,8,0,2240,188,6627127,2012,3,0,3,2,21,6,6,2,80,43625.0,3148.0,E,LAPINLAHDEN SILTA,466
A02,LAPINLAHDEN SILTA,25494579,6672693,20,2013,2193,114,9,59,61,8,0,2436,211,6924048,2013,6,0,0,0,20,6,6,3,80,43669.0,3135.0,E,LAPINLAHDEN SILTA,838
A02,LAPINLAHDEN SILTA,25494579,6672693,21,2016,2098,97,19,36,109,8,0,2271,284,7159732,2016,1,0,7,2,21,91,13,2,80,47227.0,3354.0,E,LAPINLAHDEN SILTA,2997
A03,MERIKANNONTIE,25495193,6673910,13,2014,197,32,4,0,1,0,0,234,372,6923041,2014,7,0,0,0,13,20,5,2,30,,,E,MERIKANNONTIE,2040
A03,MERIKANNONTIE,25495193,6673910,15,2014,192,23,4,0,0,1,0,219,374,6866927,2014,9,0,1,2,15,13,8,2,30,,,E,MERIKANNONTIE,1986
A03,MERIKANNONTIE,25495193,6673910,15,2014,192,23,4,0,0,1,0,219,374,6867197,2014,6,0,0,0,15,40,8,2,30,,,E,MERIKANNONTIE,1996
A03,MERIKANNONTIE,25495193,6673910,16,2014,287,23,4,0,2,1,0,316,375,6655932,2014,2,0,0,0,16,99,13,2,30,,,E,MERIKANNONTIE,1840
A03,MERIKANNONTIE,25495193,6673910,2,2015,3,0,0,0,0,0,0,3,385,6656057,2015,1,0,0,0,2,11,1,1,40,,,E,MERIKANNONTIE,2709
A03,MERIKANNONTIE,25495193,6673910,16,2015,277,20,4,0,2,1,0,303,399,6891103,2015,5,0,0,0,16,9,13,2,30,,,E,MERIKANNONTIE,2875
A03,MERIKANNONTIE,25495193,6673910,15,2016,190,21,4,0,0,1,0,195,422,7864832,2016,8,0,0,0,15,20,5,3,40,,,E,MERIKANNONTIE,3631
A04,MECHELININKATU,25495441,6673716,18,2013,1439,105,15,0,11,24,0,1570,497,6655993,2013,12,0,0,0,18,99,13,1,40,,,E,MECHELININKATU,1082
A04,MECHELININKATU,25495441,6673716,1,2014,118,10,0,0,15,0,0,143,504,6770656,2014,6,0,0,0,1,13,2,2,40,,,E,MECHELININKATU,1751
A04,MECHELININKATU,25495441,6673716,2,2014,52,8,0,0,6,0,0,66,505,6810480,2014,10,0,0,0,2,2,3,2,40,,,E,MECHELININKATU,1638
A04,MECHELININKATU,25495441,6673716,8,2014,1178,163,35,3,11,20,0,1390,511,6620391,2014,11,0,0,0,8,4,3,2,40,,,E,MECHELININKATU,1620
A04,MECHELININKATU,25495441,6673716,8,2014,1178,163,35,3,11,20,0,1390,511,6685759,2014,1,0,0,0,8,4,3,2,40,,,E,MECHELININKATU,1627
A04,MECHELININKATU,25495441,6673716,8,2014,1178,163,35,3,11,20,0,1390,511,6688622,2014,4,0,0,0,8,4,3,2,40,,,E,MECHELININKATU,1629
A04,MECHELININKATU,25495441,6673716,9,2014,1493,152,38,2,16,26,0,1701,512,6494495,2014,1,0,1,2,9,65,9,2,40,,,E,MECHELININKATU,1736
A04,MECHELININKATU,25495441,6673716,9,2014,1493,152,38,2,16,26,0,1701,512,6912209,2014,8,0,0,0,9,4,3,2,50,,,E,MECHELININKATU,1760
A04,MECHELININKATU,25495441,6673716,10,2014,1210,204,51,1,22,15,0,1488,513,6716403,2014,4,0,0,0,10,4,3,2,40,,,E,MECHELININKATU,1745
A04,MECHELININKATU,25495441,6673716,10,2014,1210,204,51,1,22,15,0,1488,513,6810707,2014,6,0,0,0,10,11,2,2,40,,,E,MECHELININKATU,1754
A04,MECHELININKATU,25495441,6673716,10,2014,1210,204,51,1,22,15,0,1488,513,6813970,2014,8,0,0,0,10,8,6,2,40,,,E,MECHELININKATU,1755
A04,MECHELININKATU,25495441,6673716,10,2014,1210,204,51,1,22,15,0,1488,513,6789121,2014,7,0,0,0,10,13,2,2,40,,,E,MECHELININKATU,1942
A04,MECHELININKATU,25495441,6673716,12,2014,1021,195,65,2,23,7,0,1306,515,6655997,2014,2,0,0,0,12,4,3,2,40,,,E,MECHELININKATU,1623
A04,MECHELININKATU,25495441,6673716,12,2014,1021,195,65,2,23,7,0,1306,515,6742193,2014,10,0,0,0,12,3,3,2,40,,,K,MECHELININKATU,1747
A04,MECHELININKATU,25495441,6673716,12,2014,1021,195,65,2,23,7,0,1306,515,6814185,2014,6,0,0,0,12,23,3,2,40,,,E,MECHELININKATU,1756
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6504292,2014,1,0,0,0,13,8,6,2,40,,,E,MECHELININKATU,1617
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6768909,2014,3,0,0,0,13,8,6,2,40,,,E,MECHELININKATU,1632
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6688604,2014,2,0,0,0,13,4,3,2,40,,,E,MECHELININKATU,1743
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6768786,2014,11,0,0,0,13,6,6,2,40,,,E,MECHELININKATU,1748
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6769069,2014,4,0,1,2,13,6,6,2,40,,,E,MECHELININKATU,1750
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6868757,2014,8,0,1,2,13,99,8,2,40,,,E,MECHELININKATU,1758
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6891190,2014,8,0,0,0,13,3,3,2,40,,,K,MECHELININKATU,1759
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6685784,2014,12,0,0,0,13,40,4,2,40,,,E,MECHELININKATU,1871
A04,MECHELININKATU,25495441,6673716,13,2014,1039,198,44,2,21,14,0,1304,516,6740575,2014,9,0,0,0,13,99,13,2,40,,,E,MECHELININKATU,1908
A04,MECHELININKATU,25495441,6673716,14,2014,1096,232,55,0,15,13,0,1398,517,6494496,2014,1,0,0,0,14,7,6,2,40,,,E,MECHELININKATU,1737
A04,MECHELININKATU,25495441,6673716,14,2014,1096,232,55,0,15,13,0,1398,517,6740793,2014,3,0,0,0,14,7,6,2,40,,,E,MECHELININKATU,1746
A04,MECHELININKATU,25495441,6673716,15,2014,1194,194,51,0,18,14,0,1457,518,6791082,2014,10,0,0,0,15,2,3,2,40,,,E,MECHELININKATU,1637
A04,MECHELININKATU,25495441,6673716,15,2014,1194,194,51,0,18,14,0,1457,518,6810684,2014,4,0,0,0,15,4,3,2,40,,,E,MECHELININKATU,1639
A04,MECHELININKATU,25495441,6673716,15,2014,1194,194,51,0,18,14,0,1457,518,6891102,2014,4,0,0,0,15,2,1,1,-1,,,E,MECHELININKATU,1647
A04,MECHELININKATU,25495441,6673716,15,2014,1194,194,51,0,18,14,0,1457,518,6740682,2014,5,0,0,0,15,2,3,2,40,,,E,MECHELININKATU,1910
A04,MECHELININKATU,25495441,6673716,16,2014,1424,212,25,0,18,31,0,1679,519,6768862,2014,5,0,0,0,16,52,4,3,40,,,E,MECHELININKATU,1631
A04,MECHELININKATU,25495441,6673716,16,2014,1424,212,25,0,18,31,0,1679,519,6770640,2014,5,0,0,0,16,2,3,2,40,,,E,MECHELININKATU,1633
A04,MECHELININKATU,25495441,6673716,16,2014,1424,212,25,0,18,31,0,1679,519,6814175,2014,8,0,0,0,16,8,6,2,40,,,E,MECHELININKATU,1641
A04,MECHELININKATU,25495441,6673716,16,2014,1424,212,25,0,18,31,0,1679,519,6655850,2014,3,0,0,0,16,8,6,3,40,,,E,MECHELININKATU,1740
A04,MECHELININKATU,25495441,6673716,16,2014,1424,212,25,0,18,31,0,1679,519,6656110,2014,11,0,0,0,16,4,3,2,40,,,E,MECHELININKATU,1742
A04,MECHELININKATU,25495441,6673716,17,2014,1419,129,21,0,9,33,0,1578,520,6620390,2014,11,0,0,0,17,7,6,2,40,,,E,MECHELININKATU,1619
A04,MECHELININKATU,25495441,6673716,17,2014,1419,129,21,0,9,33,0,1578,520,6685812,2014,11,0,0,0,17,2,3,3,30,,,E,MECHELININKATU,1628
A04,MECHELININKATU,25495441,6673716,17,2014,1419,129,21,0,9,33,0,1578,520,6844444,2014,8,0,0,0,17,80,1,1,40,,,E,MECHELININKATU,1644
A04,MECHELININKATU,25495441,6673716,17,2014,1419,129,21,0,9,33,0,1578,520,6868728,2014,9,0,0,0,17,4,3,2,40,,,E,MECHELININKATU,1646
A04,MECHELININKATU,25495441,6673716,17,2014,1419,129,21,0,9,33,0,1578,520,6471214,2014,1,0,0,0,17,8,1,1,40,,,E,MECHELININKATU,1734
A04,MECHELININKATU,25495441,6673716,17,2014,1419,129,21,0,9,33,0,1578,520,6505344,2014,1,0,2,2,17,8,6,3,40,,,E,MECHELININKATU,1738
A04,MECHELININKATU,25495441,6673716,17,2014,1419,129,21,0,9,33,0,1578,520,6685965,2014,12,0,0,0,17,96,13,2,30,,,E,MECHELININKATU,1878
A04,MECHELININKATU,25495441,6673716,17,2014,1419,129,21,0,9,33,0,1578,520,6718274,2014,4,0,1,2,17,2,3,2,40,,,E,MECHELININKATU,1903
A04,MECHELININKATU,25495441,6673716,18,2014,1361,97,15,0,11,24,0,1484,521,6660511,2014,12,0,0,0,18,6,6,3,40,,,E,MECHELININKATU,1626
A04,MECHELININKATU,25495441,6673716,18,2014,1361,97,15,0,11,24,0,1484,521,6788948,2014,10,0,0,0,18,99,13,2,40,,,E,MECHELININKATU,1634
A04,MECHELININKATU,25495441,6673716,18,2014,1361,97,15,0,11,24,0,1484,521,6789232,2014,5,0,0,0,18,6,6,2,40,,,E,MECHELININKATU,1636
A04,MECHELININKATU,25495441,6673716,18,2014,1361,97,15,0,11,24,0,1484,521,6814250,2014,9,0,0,0,18,4,3,2,30,,,E,MECHELININKATU,1642
A04,MECHELININKATU,25495441,6673716,18,2014,1361,97,15,0,11,24,0,1484,521,6655950,2014,1,0,0,0,18,3,3,2,40,,,E,MECHELININKATU,1741
A04,MECHELININKATU,25495441,6673716,18,2014,1361,97,15,0,11,24,0,1484,521,6768826,2014,10,0,0,0,18,8,6,2,40,,,E,MECHELININKATU,1749
A04,MECHELININKATU,25495441,6673716,18,2014,1361,97,15,0,11,24,0,1484,521,6789042,2014,5,0,0,0,18,6,6,2,40,,,E,MECHELININKATU,1752
A04,MECHELININKATU,25495441,6673716,19,2014,1154,85,8,0,7,22,0,1254,522,6620399,2014,11,0,0,0,19,11,2,2,40,,,E,MECHELININKATU,1621
A04,MECHELININKATU,25495441,6673716,19,2014,1154,85,8,0,7,22,0,1254,522,6688879,2014,12,0,0,0,19,11,2,2,40,,,E,MECHELININKATU,1630
A04,MECHELININKATU,25495441,6673716,19,2014,1154,85,8,0,7,22,0,1254,522,6788961,2014,10,0,0,0,19,6,6,2,40,,,E,MECHELININKATU,1635
A04,MECHELININKATU,25495441,6673716,19,2014,1154,85,8,0,7,22,0,1254,522,6485087,2014,1,0,0,0,19,8,6,3,40,,,E,MECHELININKATU,1735
A04,MECHELININKATU,25495441,6673716,19,2014,1154,85,8,0,7,22,0,1254,522,6688775,2014,11,0,0,0,19,3,3,2,40,,,E,MECHELININKATU,1744
A04,MECHELININKATU,25495441,6673716,20,2014,971,49,13,0,8,15,0,1041,523,6814001,2014,6,0,0,0,20,8,6,2,40,,,E,MECHELININKATU,1640
A04,MECHELININKATU,25495441,6673716,20,2014,971,49,13,0,8,15,0,1041,523,6867154,2014,8,0,0,0,20,3,3,2,40,,,E,MECHELININKATU,1645
A04,MECHELININKATU,25495441,6673716,20,2014,971,49,13,0,8,15,0,1041,523,6622038,2014,11,0,0,0,20,6,6,2,40,,,E,MECHELININKATU,1739
A04,MECHELININKATU,25495441,6673716,20,2014,971,49,13,0,8,15,0,1041,523,6810583,2014,9,0,0,0,20,39,8,2,40,,,E,MECHELININKATU,1753
A04,MECHELININKATU,25495441,6673716,22,2014,609,45,5,0,3,10,0,662,525,6544481,2014,2,0,0,0,22,2,3,2,40,,,E,MECHELININKATU,1618
A04,MECHELININKATU,25495441,6673716,22,2014,609,45,5,0,3,10,0,662,525,6656277,2014,12,0,0,0,22,2,3,2,40,,,E,MECHELININKATU,1624
A04,MECHELININKATU,25495441,6673716,22,2014,609,45,5,0,3,10,0,662,525,6814251,2014,9,0,0,0,22,4,3,3,30,,,E,MECHELININKATU,1643
A04,MECHELININKATU,25495441,6673716,23,2014,364,21,3,0,5,5,0,393,526,6660506,2014,11,0,0,0,23,2,3,2,50,,,E,MECHELININKATU,1625
A04,MECHELININKATU,25495441,6673716,23,2014,364,21,3,0,5,5,0,393,526,6842536,2014,8,0,0,0,23,3,3,2,40,,,E,MECHELININKATU,1757
A04,MECHELININKATU,25495441,6673716,24,2014,152,12,0,0,8,2,0,172,527,6622016,2014,12,0,0,0,24,6,6,2,30,,,E,MECHELININKATU,1833
A04,MECHELININKATU,25495441,6673716,2,2015,61,9,1,0,7,0,0,78,529,6810668,2015,6,0,0,0,2,99,13,0,60,,,E,MECHELININKATU,2556
A04,MECHELININKATU,25495441,6673716,3,2015,44,4,2,0,0,0,0,50,530,6655787,2015,4,0,0,0,3,52,4,2,40,,,E,MECHELININKATU,2696
A04,MECHELININKATU,25495441,6673716,7,2015,636,44,30,0,12,2,0,722,534,6688742,2015,11,0,0,0,7,99,13,2,30,,,E,MECHELININKATU,2638
A04,MECHELININKATU,25495441,6673716,9,2015,1418,144,38,2,15,26,0,1617,536,6769064,2015,5,0,0,0,9,10,2,2,50,,,E,MECHELININKATU,2554
A04,MECHELININKATU,25495441,6673716,9,2015,1418,144,38,2,15,26,0,1617,536,6660743,2015,3,0,0,0,9,6,6,2,40,,,E,MECHELININKATU,2635
A04,MECHELININKATU,25495441,6673716,9,2015,1418,144,38,2,15,26,0,1617,536,6842580,2015,8,0,0,0,9,91,13,0,40,,,E,MECHELININKATU,2648
A04,MECHELININKATU,25495441,6673716,9,2015,1418,144,38,2,15,26,0,1617,536,6621876,2015,3,0,0,0,9,2,3,2,40,,,E,MECHELININKATU,2691
A04,MECHELININKATU,25495441,6673716,10,2015,1181,198,49,1,21,15,0,1450,537,6844587,2015,9,0,0,0,10,30,2,2,40,,,E,MECHELININKATU,2561
A04,MECHELININKATU,25495441,6673716,10,2015,1181,198,49,1,21,15,0,1450,537,6740785,2015,3,0,0,0,10,2,3,2,40,,,E,MECHELININKATU,2644
A04,MECHELININKATU,25495441,6673716,10,2015,1181,198,49,1,21,15,0,1450,537,6868680,2015,7,0,0,0,10,4,3,2,40,,,E,MECHELININKATU,2651
A04,MECHELININKATU,25495441,6673716,11,2015,936,197,54,0,22,9,0,1209,538,6902582,2015,7,0,0,0,11,4,3,2,40,,,E,MECHELININKATU,2563
A04,MECHELININKATU,25495441,6673716,12,2015,1023,196,65,2,23,7,0,1309,539,6685804,2015,12,0,0,0,12,3,3,2,40,,,E,MECHELININKATU,2551
A04,MECHELININKATU,25495441,6673716,12,2015,1023,196,65,2,23,7,0,1309,539,6891269,2015,6,0,0,0,12,3,3,2,40,,,E,MECHELININKATU,2652
A04,MECHELININKATU,25495441,6673716,12,2015,1023,196,65,2,23,7,0,1309,539,6655936,2015,2,0,1,2,12,13,13,2,40,,,E,MECHELININKATU,2700
A04,MECHELININKATU,25495441,6673716,13,2015,1081,207,46,2,21,14,0,1357,540,6685980,2015,10,0,0,0,13,19,1,1,40,,,E,MECHELININKATU,2741
A04,MECHELININKATU,25495441,6673716,13,2015,1081,207,46,2,21,14,0,1357,540,6867072,2015,9,0,0,0,13,4,3,2,40,,,E,MECHELININKATU,2864
A04,MECHELININKATU,25495441,6673716,14,2015,1022,216,51,0,14,13,0,1303,541,6903629,2015,6,0,1,2,14,95,1,1,40,,,E,MECHELININKATU,2654
A04,MECHELININKATU,25495441,6673716,14,2015,1022,216,51,0,14,13,0,1303,541,6912121,2015,8,0,0,0,14,8,6,2,40,,,E,MECHELININKATU,2656
A04,MECHELININKATU,25495441,6673716,14,2015,1022,216,51,0,14,13,0,1303,541,6842692,2015,6,0,0,0,14,19,2,0,30,,,E,MECHELININKATU,2847
A04,MECHELININKATU,25495441,6673716,14,2015,1022,216,51,0,14,13,0,1303,541,6902689,2015,7,0,0,0,14,4,3,2,40,,,E,MECHELININKATU,2894
A04,MECHELININKATU,25495441,6673716,14,2015,1022,216,51,0,14,13,0,1303,541,6912105,2015,8,1,0,1,14,63,9,2,40,,,E,MECHELININKATU,2901
A04,MECHELININKATU,25495441,6673716,15,2015,1160,190,50,0,18,14,0,1418,542,6770553,2015,6,0,0,0,15,11,2,2,40,,,E,MECHELININKATU,2555
A04,MECHELININKATU,25495441,6673716,15,2015,1160,190,50,0,18,14,0,1418,542,6912108,2015,8,0,0,0,15,4,7,2,40,,,E,MECHELININKATU,2565
A04,MECHELININKATU,25495441,6673716,15,2015,1160,190,50,0,18,14,0,1418,542,6810676,2015,5,0,0,0,15,2,3,2,40,,,E,MECHELININKATU,2646
A04,MECHELININKATU,25495441,6673716,15,2015,1160,190,50,0,18,14,0,1418,542,6913147,2015,8,0,0,0,15,8,6,2,40,,,E,MECHELININKATU,2657
A04,MECHELININKATU,25495441,6673716,15,2015,1160,190,50,0,18,14,0,1418,542,6913206,2015,8,0,1,2,15,13,13,2,40,,,E,MECHELININKATU,2902
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6621824,2015,3,0,0,0,16,2,3,2,40,,,E,MECHELININKATU,2546
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6660699,2015,1,0,0,0,16,4,3,2,40,,,E,MECHELININKATU,2549
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6814003,2015,6,0,0,0,16,11,2,2,40,,,E,MECHELININKATU,2557
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6814106,2015,5,0,0,0,16,13,2,2,40,,,E,MECHELININKATU,2558
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6844420,2015,6,0,0,0,16,3,13,2,40,,,E,MECHELININKATU,2560
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6866918,2015,10,0,0,0,16,8,6,2,40,,,E,MECHELININKATU,2562
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6660564,2015,12,0,0,0,16,4,3,0,40,,,E,MECHELININKATU,2634
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6620455,2015,2,0,0,0,16,8,6,3,40,,,E,MECHELININKATU,2683
A04,MECHELININKATU,25495441,6673716,16,2015,1434,213,27,0,19,31,0,1693,543,6660636,2015,3,0,0,0,16,4,3,2,40,,,E,MECHELININKATU,2719
A04,MECHELININKATU,25495441,6673716,17,2015,1275,120,21,0,8,33,0,1424,544,6656397,2015,11,0,0,0,17,52,4,2,40,,,E,MECHELININKATU,2548
A04,MECHELININKATU,25495441,6673716,17,2015,1275,120,21,0,8,33,0,1424,544,6688743,2015,12,0,0,0,17,2,3,2,40,,,E,MECHELININKATU,2552
A04,MECHELININKATU,25495441,6673716,17,2015,1275,120,21,0,8,33,0,1424,544,6716322,2015,11,0,0,0,17,3,3,2,40,,,E,MECHELININKATU,2639
A04,MECHELININKATU,25495441,6673716,17,2015,1275,120,21,0,8,33,0,1424,544,6768598,2015,11,0,1,2,17,41,8,2,40,,,E,MECHELININKATU,2645
A04,MECHELININKATU,25495441,6673716,17,2015,1275,120,21,0,8,33,0,1424,544,6903516,2015,8,0,1,2,17,41,8,2,40,,,E,MECHELININKATU,2653
A04,MECHELININKATU,25495441,6673716,17,2015,1275,120,21,0,8,33,0,1424,544,6660616,2015,3,0,0,0,17,13,2,2,40,,,E,MECHELININKATU,2718
A04,MECHELININKATU,25495441,6673716,17,2015,1275,120,21,0,8,33,0,1424,544,6813978,2015,6,0,0,0,17,2,3,2,40,,,E,MECHELININKATU,2821
A04,MECHELININKATU,25495441,6673716,17,2015,1275,120,21,0,8,33,0,1424,544,6844526,2015,9,0,0,0,17,6,6,0,40,,,E,MECHELININKATU,2856
A04,MECHELININKATU,25495441,6673716,18,2015,1351,100,15,0,11,24,0,1477,545,6718242,2015,12,0,0,0,18,7,6,2,40,,,E,MECHELININKATU,2553
A04,MECHELININKATU,25495441,6673716,18,2015,1351,100,15,0,11,24,0,1477,545,6867078,2015,7,0,0,0,18,97,13,2,40,,,E,MECHELININKATU,2650
A04,MECHELININKATU,25495441,6673716,18,2015,1351,100,15,0,11,24,0,1477,545,6912090,2015,7,0,0,0,18,3,3,2,40,,,E,MECHELININKATU,2655
A04,MECHELININKATU,25495441,6673716,19,2015,1177,83,7,0,8,22,0,1275,546,6842633,2015,5,0,0,0,19,6,6,2,40,,,E,MECHELININKATU,2559
A04,MECHELININKATU,25495441,6673716,19,2015,1177,83,7,0,8,22,0,1275,546,6902627,2015,8,0,0,0,19,41,8,2,40,,,E,MECHELININKATU,2564
A04,MECHELININKATU,25495441,6673716,19,2015,1177,83,7,0,8,22,0,1275,546,6923040,2015,7,0,0,0,19,8,6,2,50,,,E,MECHELININKATU,2566
A04,MECHELININKATU,25495441,6673716,19,2015,1177,83,7,0,8,22,0,1275,546,6686072,2015,11,0,0,0,19,2,3,2,40,,,E,MECHELININKATU,2637
A04,MECHELININKATU,25495441,6673716,19,2015,1177,83,7,0,8,22,0,1275,546,6718323,2015,11,0,0,0,19,8,6,2,40,,,E,MECHELININKATU,2643
A04,MECHELININKATU,25495441,6673716,19,2015,1177,83,7,0,8,22,0,1275,546,6813961,2015,6,0,0,0,19,13,2,2,40,,,E,MECHELININKATU,2647
A04,MECHELININKATU,25495441,6673716,19,2015,1177,83,7,0,8,22,0,1275,546,6867059,2015,8,0,0,0,19,8,6,2,40,,,E,MECHELININKATU,2649
A04,MECHELININKATU,25495441,6673716,19,2015,1177,83,7,0,8,22,0,1275,546,6842578,2015,7,0,0,0,19,49,8,2,-1,,,E,MECHELININKATU,2843
A04,MECHELININKATU,25495441,6673716,20,2015,875,43,12,0,7,15,0,937,547,6660723,2015,3,0,0,0,20,4,3,2,40,,,E,MECHELININKATU,2550
A04,MECHELININKATU,25495441,6673716,20,2015,875,43,12,0,7,15,0,937,547,6718254,2015,10,0,0,0,20,99,13,1,40,,,E,MECHELININKATU,2642
A04,MECHELININKATU,25495441,6673716,20,2015,875,43,12,0,7,15,0,937,547,6685746,2015,3,0,0,0,20,13,2,2,40,,,E,MECHELININKATU,2737
A04,MECHELININKATU,25495441,6673716,21,2015,767,28,10,0,3,13,0,808,548,6655897,2015,4,0,0,0,21,81,1,1,40,,,E,MECHELININKATU,2633
A04,MECHELININKATU,25495441,6673716,21,2015,767,28,10,0,3,13,0,808,548,6621808,2015,2,0,0,0,21,93,1,1,40,,,E,MECHELININKATU,2686
A04,MECHELININKATU,25495441,6673716,22,2015,619,45,5,0,3,10,0,672,549,6716431,2015,3,0,0,0,22,2,3,2,40,,,E,MECHELININKATU,2640
A04,MECHELININKATU,25495441,6673716,22,2015,619,45,5,0,3,10,0,672,549,6718093,2015,10,0,0,0,22,6,6,2,40,,,E,MECHELININKATU,2641
A04,MECHELININKATU,25495441,6673716,23,2015,288,18,3,0,4,5,0,313,550,6485705,2015,1,0,0,0,23,4,3,2,40,,,E,MECHELININKATU,2545
A04,MECHELININKATU,25495441,6673716,23,2015,288,18,3,0,4,5,0,313,550,6621837,2015,1,0,0,0,23,50,4,2,40,,,E,MECHELININKATU,2547
A04,MECHELININKATU,25495441,6673716,23,2015,288,18,3,0,4,5,0,313,550,6810593,2015,5,0,0,0,23,4,3,2,30,,,E,MECHELININKATU,2816
A04,MECHELININKATU,25495441,6673716,24,2015,186,15,1,0,10,2,0,212,551,6685581,2015,4,0,0,0,24,8,6,2,40,,,E,MECHELININKATU,2636
A04,MECHELININKATU,25495441,6673716,6,2016,188,15,12,0,8,0,0,173,557,8114742,2016,12,0,0,0,6,59,4,2,40,,,E,MECHELININKATU,3728
A04,MECHELININKATU,25495441,6673716,7,2016,683,50,31,0,10,2,0,722,558,7162325,2016,1,0,0,0,7,4,3,2,40,,,E,MECHELININKATU,3388
A04,MECHELININKATU,25495441,6673716,7,2016,683,50,31,0,10,2,0,722,558,7431050,2016,5,0,0,0,7,4,3,2,40,,,E,MECHELININKATU,3390
A04,MECHELININKATU,25495441,6673716,7,2016,683,50,31,0,10,2,0,722,558,7865345,2016,8,0,0,0,7,4,3,2,40,,,E,MECHELININKATU,3403
A04,MECHELININKATU,25495441,6673716,8,2016,1111,154,33,3,11,20,0,1277,559,7160125,2016,1,0,0,0,8,99,13,2,40,,,E,MECHELININKATU,3477
A04,MECHELININKATU,25495441,6673716,9,2016,1457,149,39,2,15,26,0,1617,560,7911241,2016,11,0,0,0,9,2,3,2,40,,,E,MECHELININKATU,3409
A04,MECHELININKATU,25495441,6673716,9,2016,1457,149,39,2,15,26,0,1617,560,7478265,2016,7,0,0,0,9,2,3,2,40,,,E,MECHELININKATU,3484
A04,MECHELININKATU,25495441,6673716,10,2016,1171,195,49,1,22,15,0,1450,561,8114743,2016,12,0,0,0,10,2,3,2,40,,,E,MECHELININKATU,3411
A04,MECHELININKATU,25495441,6673716,10,2016,1171,195,49,1,22,15,0,1450,561,7883715,2016,9,0,0,0,10,19,2,4,40,,,E,MECHELININKATU,3487
A04,MECHELININKATU,25495441,6673716,10,2016,1171,195,49,1,22,15,0,1450,561,7250888,2016,3,0,0,0,10,3,3,2,40,,,E,MECHELININKATU,3552
A04,MECHELININKATU,25495441,6673716,11,2016,964,203,55,0,23,9,0,1209,562,7478277,2016,7,0,0,0,11,2,3,2,40,,,E,MECHELININKATU,3396
A04,MECHELININKATU,25495441,6673716,11,2016,964,203,55,0,23,9,0,1209,562,7865520,2016,8,0,0,0,11,2,3,3,40,,,E,MECHELININKATU,3404
A04,MECHELININKATU,25495441,6673716,11,2016,964,203,55,0,23,9,0,1209,562,7430805,2016,5,0,0,0,11,4,3,2,40,,,K,MECHELININKATU,3603
A04,MECHELININKATU,25495441,6673716,12,2016,956,183,61,2,22,7,0,1309,563,7911299,2016,11,0,0,0,12,7,6,2,40,,,E,MECHELININKATU,3410
A04,MECHELININKATU,25495441,6673716,13,2016,985,188,41,2,20,14,0,1357,564,7478185,2016,7,0,0,0,13,6,6,2,40,,,E,MECHELININKATU,3394
A04,MECHELININKATU,25495441,6673716,13,2016,985,188,41,2,20,14,0,1357,564,7865267,2016,8,0,1,2,13,8,6,2,40,,,E,MECHELININKATU,3400
