piste,nimi,x_gk25,y_gk25,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot,road-usage-index,Onnett_id,Vuosi,Kk,Kuolleet,Loukkaant,Vakavuusko,Tunti,Ontyyppi,Onluokka,Osallkm,Nopraj,Kvl,Raskaskvl,Tietyö,Katuosoite,accident-index
B06,VETURITIE,25495967,6676903,16,2016,1483,181,36,18,1,16,0,1740,2007,7911289,2016,11,0,1,2,16,2,3,3,40,,,E,VETURITIE,3716
B06,VETURITIE,25495967,6676903,17,2016,1429,130,34,16,4,9,0,1759,2008,8114149,2016,12,0,2,2,17,49,4,2,50,,,E,VETURITIE,3191
B06,VETURITIE,25495967,6676903,17,2016,1429,130,34,16,4,9,0,1759,2008,7186626,2016,2,0,0,0,17,4,3,2,50,,,E,VETURITIE,3533
B06,VETURITIE,25495967,6676903,18,2016,1205,117,22,8,0,12,0,1280,2009,7186608,2016,2,0,0,0,18,8,6,2,50,,,E,VETURITIE,3492
B06,VETURITIE,25495967,6676903,18,2016,1205,117,22,8,0,12,0,1280,2009,7911147,2016,11,0,0,0,18,2,3,2,50,,,E,VETURITIE,3495
B06,VETURITIE,25495967,6676903,20,2016,679,43,14,1,10,5,0,746,2011,7883431,2016,9,0,0,0,20,96,13,2,50,,,E,VETURITIE,3654
B06,VETURITIE,25495967,6676903,20,2016,679,43,14,1,10,5,0,746,2011,7911244,2016,11,0,0,0,20,4,3,2,20,,,E,VETURITIE,3714
B06,VETURITIE,25495967,6676903,21,2016,697,45,9,0,14,5,0,798,2012,7186630,2016,2,0,0,0,21,52,4,2,40,,,E,VETURITIE,3535
B07,RATAPIHANTIE,25496284,6676911,9,2014,2183,208,53,10,26,29,0,2480,2096,6913201,2014,7,0,1,2,9,83,1,1,50,,,E,RATAPIHANTIE,1716
B07,RATAPIHANTIE,25496284,6676911,10,2014,1462,225,68,7,49,15,0,1811,2097,6655874,2014,3,0,0,0,10,8,6,2,50,,,E,RATAPIHANTIE,1837
B07,RATAPIHANTIE,25496284,6676911,12,2014,1167,219,40,7,24,20,0,1457,2099,6479711,2014,12,0,1,2,12,8,6,2,40,,,E,RATAPIHANTIE,1793
B07,RATAPIHANTIE,25496284,6676911,12,2014,1167,219,40,7,24,20,0,1457,2099,6913255,2014,7,0,0,0,12,96,13,2,40,,,E,RATAPIHANTIE,2030
B07,RATAPIHANTIE,25496284,6676911,13,2014,1248,250,69,5,21,17,0,1593,2100,6814077,2014,6,0,0,0,13,8,6,2,40,,,K,RATAPIHANTIE,1715
B07,RATAPIHANTIE,25496284,6676911,13,2014,1248,250,69,5,21,17,0,1593,2100,6716416,2014,3,0,0,0,13,8,6,0,40,,,E,RATAPIHANTIE,1894
B07,RATAPIHANTIE,25496284,6676911,14,2014,1175,216,46,7,27,15,0,1471,2101,6505350,2014,1,0,0,0,14,8,6,2,50,,,E,RATAPIHANTIE,1800
B07,RATAPIHANTIE,25496284,6676911,14,2014,1175,216,46,7,27,15,0,1471,2101,6810669,2014,6,0,0,0,14,3,3,2,40,,,E,RATAPIHANTIE,1955
B07,RATAPIHANTIE,25496284,6676911,14,2014,1175,216,46,7,27,15,0,1471,2101,6891174,2014,9,0,0,0,14,8,6,2,40,,,E,RATAPIHANTIE,2004
B07,RATAPIHANTIE,25496284,6676911,15,2014,1549,240,47,7,25,23,0,1868,2102,6742370,2014,3,0,0,0,15,96,13,2,40,,,E,RATAPIHANTIE,1919
B07,RATAPIHANTIE,25496284,6676911,15,2014,1549,240,47,7,25,23,0,1868,2102,6842426,2014,10,0,0,0,15,6,6,2,40,,,E,RATAPIHANTIE,1972
B07,RATAPIHANTIE,25496284,6676911,15,2014,1549,240,47,7,25,23,0,1868,2102,6867196,2014,6,0,0,0,15,4,3,2,40,,,E,RATAPIHANTIE,1995
B07,RATAPIHANTIE,25496284,6676911,15,2014,1549,240,47,7,25,23,0,1868,2102,6919779,2014,7,0,0,0,15,8,6,2,40,,,E,RATAPIHANTIE,2032
B07,RATAPIHANTIE,25496284,6676911,16,2014,2036,231,28,1,21,27,0,2317,2103,6504417,2014,1,0,0,0,16,8,6,4,50,,,E,RATAPIHANTIE,1797
B07,RATAPIHANTIE,25496284,6676911,16,2014,2036,231,28,1,21,27,0,2317,2103,6844513,2014,7,0,0,0,16,8,6,2,50,,,E,RATAPIHANTIE,1982
B07,RATAPIHANTIE,25496284,6676911,17,2014,2148,174,26,2,25,31,0,2375,2104,6495521,2014,1,0,0,0,17,8,6,2,50,,,E,RATAPIHANTIE,1795
B07,RATAPIHANTIE,25496284,6676911,17,2014,2148,174,26,2,25,31,0,2375,2104,6740652,2014,11,0,0,0,17,41,8,2,40,,,E,RATAPIHANTIE,1909
B07,RATAPIHANTIE,25496284,6676911,17,2014,2148,174,26,2,25,31,0,2375,2104,6868855,2014,8,0,3,2,17,8,6,3,40,,,E,RATAPIHANTIE,2002
B07,RATAPIHANTIE,25496284,6676911,18,2014,1983,150,17,3,34,24,0,2187,2105,6688646,2014,11,0,0,0,18,8,6,2,40,,,E,RATAPIHANTIE,1885
B07,RATAPIHANTIE,25496284,6676911,18,2014,1983,150,17,3,34,24,0,2187,2105,6813966,2014,6,0,0,0,18,3,3,2,50,,,E,RATAPIHANTIE,1959
B07,RATAPIHANTIE,25496284,6676911,18,2014,1983,150,17,3,34,24,0,2187,2105,6814006,2014,8,0,0,0,18,96,1,1,60,,,E,RATAPIHANTIE,1960
B07,RATAPIHANTIE,25496284,6676911,20,2014,595,36,4,2,7,0,0,644,2107,6742364,2014,6,0,0,0,20,83,1,1,50,,,E,RATAPIHANTIE,1714
B07,RATAPIHANTIE,25496284,6676911,21,2014,522,32,7,5,10,0,0,576,2108,6505249,2014,2,0,0,0,21,91,13,2,40,,,E,RATAPIHANTIE,1799
B07,RATAPIHANTIE,25496284,6676911,23,2014,221,15,5,2,5,0,0,248,2110,6716349,2014,12,0,0,0,23,6,6,2,50,,,E,RATAPIHANTIE,1891
B07,RATAPIHANTIE,25496284,6676911,23,2014,221,15,5,2,5,0,0,248,2110,6789099,2014,10,0,0,0,23,81,13,0,40,,,E,RATAPIHANTIE,1940
B07,RATAPIHANTIE,25496284,6676911,3,2015,42,3,0,0,1,0,0,46,2114,6620496,2015,2,0,0,0,3,82,13,0,50,,,E,RATAPIHANTIE,2567
B07,RATAPIHANTIE,25496284,6676911,11,2015,992,200,64,9,23,7,0,1288,2122,6660536,2015,12,0,0,0,11,13,2,2,50,,,E,RATAPIHANTIE,2717
B07,RATAPIHANTIE,25496284,6676911,11,2015,992,200,64,9,23,7,0,1288,2122,6740773,2015,5,0,0,0,11,4,3,2,-1,,,E,RATAPIHANTIE,2780
B07,RATAPIHANTIE,25496284,6676911,12,2015,1037,229,78,6,22,6,0,1372,2123,6740850,2015,4,0,0,0,12,7,6,3,50,,,E,RATAPIHANTIE,2781
B07,RATAPIHANTIE,25496284,6676911,13,2015,1118,202,73,0,19,0,0,1412,2124,6716260,2015,12,0,0,0,13,0,3,2,40,,,E,RATAPIHANTIE,2757
B07,RATAPIHANTIE,25496284,6676911,13,2015,1118,202,73,0,19,0,0,1412,2124,6892516,2015,8,0,1,2,13,65,9,2,40,,,E,RATAPIHANTIE,2889
B07,RATAPIHANTIE,25496284,6676911,14,2015,1105,211,44,3,22,6,0,1385,2125,6660701,2015,2,0,0,0,14,4,3,2,40,,,E,RATAPIHANTIE,2724
B07,RATAPIHANTIE,25496284,6676911,15,2015,1183,228,50,7,26,9,0,1494,2126,6685962,2015,11,0,0,0,15,8,6,2,40,,,E,RATAPIHANTIE,2739
B07,RATAPIHANTIE,25496284,6676911,16,2015,1882,260,30,5,19,4,0,2196,2127,6789202,2015,9,0,0,0,16,6,6,0,50,,,E,RATAPIHANTIE,2807
B07,RATAPIHANTIE,25496284,6676911,17,2015,2308,205,39,3,24,8,0,2579,2128,6718419,2015,11,0,0,0,17,9,13,2,50,,,E,RATAPIHANTIE,2172
B07,RATAPIHANTIE,25496284,6676911,17,2015,2308,205,39,3,24,8,0,2579,2128,6902691,2015,7,0,0,0,17,96,13,2,50,,,E,RATAPIHANTIE,2895
B07,RATAPIHANTIE,25496284,6676911,18,2015,1978,141,17,2,28,14,0,2166,2129,6844744,2015,7,0,0,0,18,2,3,2,50,,,E,RATAPIHANTIE,2173
B07,RATAPIHANTIE,25496284,6676911,18,2015,1978,141,17,2,28,14,0,2166,2129,6740763,2015,5,0,0,0,18,3,3,2,40,,,E,RATAPIHANTIE,2779
B07,RATAPIHANTIE,25496284,6676911,20,2015,583,35,4,2,7,0,0,631,2131,6656002,2015,2,0,0,0,20,8,6,2,40,,,E,RATAPIHANTIE,2706
B07,RATAPIHANTIE,25496284,6676911,20,2015,583,35,4,2,7,0,0,631,2131,6842638,2015,7,0,0,0,20,3,3,2,50,,,E,RATAPIHANTIE,2845
B07,RATAPIHANTIE,25496284,6676911,20,2015,583,35,4,2,7,0,0,631,2131,6892489,2015,8,0,0,0,20,99,13,1,40,,,E,RATAPIHANTIE,2888
B07,RATAPIHANTIE,25496284,6676911,22,2015,355,23,8,3,7,0,0,396,2133,6621779,2015,1,0,1,2,22,80,1,1,50,,,E,RATAPIHANTIE,2661
B07,RATAPIHANTIE,25496284,6676911,24,2015,122,8,3,2,3,0,0,138,2135,6655975,2015,3,0,1,2,24,71,9,2,40,,,E,RATAPIHANTIE,2701
B07,RATAPIHANTIE,25496284,6676911,7,2016,1215,70,33,30,27,0,0,634,2142,7865276,2016,8,0,0,0,7,50,13,2,40,,,E,RATAPIHANTIE,3640
B07,RATAPIHANTIE,25496284,6676911,7,2016,1215,70,33,30,27,0,0,634,2142,7899772,2016,10,0,0,0,7,8,6,3,50,,,E,RATAPIHANTIE,3688
B07,RATAPIHANTIE,25496284,6676911,8,2016,1828,234,70,5,27,7,0,2163,2143,7899703,2016,10,0,0,0,8,49,4,2,40,,,K,RATAPIHANTIE,3682
B07,RATAPIHANTIE,25496284,6676911,10,2016,1481,229,85,12,41,6,0,1624,2145,7882496,2016,9,0,1,2,10,94,8,2,50,,,K,RATAPIHANTIE,3646
B07,RATAPIHANTIE,25496284,6676911,12,2016,1042,229,79,6,22,6,0,1372,2147,7161170,2016,1,0,0,0,12,80,1,1,60,,,E,RATAPIHANTIE,3521
B07,RATAPIHANTIE,25496284,6676911,13,2016,1191,215,78,0,20,0,0,1412,2148,8114668,2016,12,0,0,0,13,83,1,1,50,,,E,RATAPIHANTIE,3460
B07,RATAPIHANTIE,25496284,6676911,13,2016,1191,215,78,0,20,0,0,1412,2148,7884627,2016,9,0,0,0,13,8,6,2,40,,,E,RATAPIHANTIE,3674
B07,RATAPIHANTIE,25496284,6676911,14,2016,1283,246,52,4,24,6,0,1385,2149,7865108,2016,8,0,0,0,14,99,13,0,-1,,,K,RATAPIHANTIE,3636
B07,RATAPIHANTIE,25496284,6676911,15,2016,1502,289,62,8,32,9,0,1494,2150,7864432,2016,8,0,0,0,15,83,1,1,50,35026.0,1204.0,E,RATAPIHANTIE,3013
B07,RATAPIHANTIE,25496284,6676911,16,2016,2130,301,36,5,21,4,0,2196,2151,7882531,2016,9,0,0,0,16,7,6,2,40,,,E,RATAPIHANTIE,3648
B07,RATAPIHANTIE,25496284,6676911,16,2016,2130,301,36,5,21,4,0,2196,2151,7911219,2016,11,0,0,0,16,8,6,3,40,,,K,RATAPIHANTIE,3708
B07,RATAPIHANTIE,25496284,6676911,17,2016,2253,198,39,3,24,8,0,2579,2152,7884390,2016,9,0,0,0,17,3,3,2,50,,,E,RATAPIHANTIE,3667
B07,RATAPIHANTIE,25496284,6676911,18,2016,1906,138,17,2,27,14,0,2166,2153,7250892,2016,3,0,1,2,18,79,9,2,40,,,K,RATAPIHANTIE,3553
B07,RATAPIHANTIE,25496284,6676911,19,2016,1406,87,15,1,23,13,0,1652,2154,7899815,2016,10,0,0,0,19,4,3,2,40,,,E,RATAPIHANTIE,3691
B07,RATAPIHANTIE,25496284,6676911,20,2016,1127,68,8,4,14,0,0,631,2155,7478289,2016,7,0,0,0,20,7,6,2,40,,,E,RATAPIHANTIE,3622
B07,RATAPIHANTIE,25496284,6676911,20,2016,1127,68,8,4,14,0,0,631,2155,8114697,2016,12,0,0,0,20,96,13,2,50,,,E,RATAPIHANTIE,3726
B08,MÄKELÄNKATU,25496993,6676320,9,2013,2491,292,94,6,171,57,13,3054,2216,6734912,2013,11,0,0,0,9,2,3,2,50,,,E,MÄKELÄNKATU,801
B08,MÄKELÄNKATU,25496993,6676320,11,2013,1539,323,104,26,100,26,7,2092,2218,6584374,2013,4,0,0,0,11,40,4,2,50,,,E,MÄKELÄNKATU,802
B08,MÄKELÄNKATU,25496993,6676320,15,2013,2096,382,91,11,163,41,9,2743,2222,6859186,2013,8,0,0,0,15,7,6,2,50,36507.0,1583.0,E,MÄKELÄNKATU,804
B08,MÄKELÄNKATU,25496993,6676320,16,2013,2549,326,35,4,171,52,14,3085,2223,6711938,2013,10,0,0,0,16,10,2,2,50,,,E,MÄKELÄNKATU,800
B08,MÄKELÄNKATU,25496993,6676320,16,2013,2549,326,35,4,171,52,14,3085,2223,6532141,2013,3,0,0,0,16,6,6,2,50,36507.0,1583.0,E,MÄKELÄNKATU,803
B08,MÄKELÄNKATU,25496993,6676320,1,2014,293,23,5,0,20,0,3,341,2232,6660642,2014,4,0,0,0,1,3,3,2,50,,,E,MÄKELÄNKATU,1575
B08,MÄKELÄNKATU,25496993,6676320,1,2014,293,23,5,0,20,0,3,341,2232,6716395,2014,5,0,0,0,1,6,6,2,50,,,K,MÄKELÄNKATU,1587
B08,MÄKELÄNKATU,25496993,6676320,2,2014,153,11,4,0,10,0,2,178,2233,6842521,2014,6,0,1,2,2,8,6,2,50,,,E,MÄKELÄNKATU,1604
B08,MÄKELÄNKATU,25496993,6676320,4,2014,82,6,2,0,6,0,0,96,2235,6867126,2014,8,0,0,0,4,99,13,1,50,,,E,MÄKELÄNKATU,1607
B08,MÄKELÄNKATU,25496993,6676320,7,2014,1488,154,59,3,125,10,14,1829,2238,6791028,2014,9,0,0,0,7,99,13,0,50,,,E,MÄKELÄNKATU,1596
B08,MÄKELÄNKATU,25496993,6676320,7,2014,1488,154,59,3,125,10,14,1829,2238,6620560,2014,3,0,0,0,7,99,13,1,-1,,,E,MÄKELÄNKATU,1821
B08,MÄKELÄNKATU,25496993,6676320,9,2014,2525,295,95,6,172,57,13,3093,2240,6474189,2014,1,0,0,0,9,8,6,2,50,,,E,MÄKELÄNKATU,1561
B08,MÄKELÄNKATU,25496993,6676320,9,2014,2525,295,95,6,172,57,13,3093,2240,6518505,2014,1,0,0,0,9,8,6,2,50,,,E,MÄKELÄNKATU,1564
B08,MÄKELÄNKATU,25496993,6676320,9,2014,2525,295,95,6,172,57,13,3093,2240,6688496,2014,3,0,0,0,9,4,3,2,50,,,E,MÄKELÄNKATU,1581
B08,MÄKELÄNKATU,25496993,6676320,9,2014,2525,295,95,6,172,57,13,3093,2240,6768699,2014,10,0,0,0,9,8,6,2,50,,,E,MÄKELÄNKATU,1591
B08,MÄKELÄNKATU,25496993,6676320,9,2014,2525,295,95,6,172,57,13,3093,2240,6868767,2014,9,0,0,0,9,2,3,2,50,,,E,MÄKELÄNKATU,1610
B08,MÄKELÄNKATU,25496993,6676320,10,2014,1819,317,93,10,140,41,11,2379,2241,6578181,2014,10,0,1,2,10,14,13,2,50,,,E,MÄKELÄNKATU,1567
B08,MÄKELÄNKATU,25496993,6676320,10,2014,1819,317,93,10,140,41,11,2379,2241,6688765,2014,12,0,0,0,10,8,6,2,50,,,E,MÄKELÄNKATU,1583
B08,MÄKELÄNKATU,25496993,6676320,10,2014,1819,317,93,10,140,41,11,2379,2241,6912110,2014,7,0,0,0,10,30,2,2,40,,,E,MÄKELÄNKATU,1613
B08,MÄKELÄNKATU,25496993,6676320,10,2014,1819,317,93,10,140,41,11,2379,2241,6620545,2014,3,0,1,2,10,69,9,2,50,,,E,MÄKELÄNKATU,1731
B08,MÄKELÄNKATU,25496993,6676320,11,2014,1502,314,101,24,97,26,7,2038,2242,6655930,2014,2,0,0,0,11,96,13,3,50,,,E,MÄKELÄNKATU,1839
B08,MÄKELÄNKATU,25496993,6676320,12,2014,1625,344,109,16,87,25,6,2181,2243,6685785,2014,12,0,0,0,12,53,4,3,50,,,E,MÄKELÄNKATU,1872
B08,MÄKELÄNKATU,25496993,6676320,13,2014,1782,322,84,11,92,24,5,2291,2244,6494536,2014,1,0,0,0,13,8,6,2,50,,,E,MÄKELÄNKATU,1562
B08,MÄKELÄNKATU,25496993,6676320,13,2014,1782,322,84,11,92,24,5,2291,2244,6742291,2014,6,0,0,0,13,6,6,2,50,,,E,MÄKELÄNKATU,1590
B08,MÄKELÄNKATU,25496993,6676320,13,2014,1782,322,84,11,92,24,5,2291,2244,6791263,2014,4,0,0,0,13,6,6,2,50,,,E,MÄKELÄNKATU,1597
B08,MÄKELÄNKATU,25496993,6676320,13,2014,1782,322,84,11,92,24,5,2291,2244,6810622,2014,9,0,0,0,13,6,6,2,50,,,E,MÄKELÄNKATU,1599
B08,MÄKELÄNKATU,25496993,6676320,13,2014,1782,322,84,11,92,24,5,2291,2244,6810713,2014,6,0,0,0,13,8,6,3,50,,,E,MÄKELÄNKATU,1600
B08,MÄKELÄNKATU,25496993,6676320,13,2014,1782,322,84,11,92,24,5,2291,2244,6814169,2014,6,0,0,0,13,6,6,2,50,,,E,MÄKELÄNKATU,1602
B08,MÄKELÄNKATU,25496993,6676320,13,2014,1782,322,84,11,92,24,5,2291,2244,6842433,2014,10,0,1,2,13,7,6,2,50,,,E,MÄKELÄNKATU,1603
B08,MÄKELÄNKATU,25496993,6676320,13,2014,1782,322,84,11,92,24,5,2291,2244,6867071,2014,8,0,0,0,13,2,3,2,50,,,E,MÄKELÄNKATU,1606
B08,MÄKELÄNKATU,25496993,6676320,14,2014,1788,321,95,8,112,46,4,2324,2245,6622010,2014,2,0,0,0,14,6,6,2,40,,,E,MÄKELÄNKATU,1570
B08,MÄKELÄNKATU,25496993,6676320,14,2014,1788,321,95,8,112,46,4,2324,2245,6768958,2014,3,0,0,0,14,3,3,2,50,,,E,MÄKELÄNKATU,1592
B08,MÄKELÄNKATU,25496993,6676320,14,2014,1788,321,95,8,112,46,4,2324,2245,6924528,2014,7,0,0,0,14,30,2,2,50,,,E,MÄKELÄNKATU,1616
B08,MÄKELÄNKATU,25496993,6676320,14,2014,1788,321,95,8,112,46,4,2324,2245,6655876,2014,3,0,0,0,14,8,6,2,50,,,E,MÄKELÄNKATU,1732
B08,MÄKELÄNKATU,25496993,6676320,15,2014,1931,352,82,10,150,41,3,2525,2246,6620448,2014,3,0,0,0,15,8,6,2,50,,,E,MÄKELÄNKATU,1569
B08,MÄKELÄNKATU,25496993,6676320,15,2014,1931,352,82,10,150,41,3,2525,2246,6660515,2014,12,0,0,0,15,8,6,2,50,,,E,MÄKELÄNKATU,1573
B08,MÄKELÄNKATU,25496993,6676320,15,2014,1931,352,82,10,150,41,3,2525,2246,6688725,2014,11,0,0,0,15,8,6,3,50,,,E,MÄKELÄNKATU,1582
B08,MÄKELÄNKATU,25496993,6676320,15,2014,1931,352,82,10,150,41,3,2525,2246,6923205,2014,7,0,1,2,15,95,1,1,50,,,K,MÄKELÄNKATU,1615
B08,MÄKELÄNKATU,25496993,6676320,15,2014,1931,352,82,10,150,41,3,2525,2246,6844433,2014,9,0,1,2,15,6,6,2,50,,,E,MÄKELÄNKATU,1977
B08,MÄKELÄNKATU,25496993,6676320,16,2014,2795,356,37,5,182,52,9,3375,2247,6794060,2014,5,0,0,0,16,8,6,2,50,,,E,MÄKELÄNKATU,1147
B08,MÄKELÄNKATU,25496993,6676320,16,2014,2795,356,37,5,182,52,9,3375,2247,6716375,2014,3,0,0,0,16,8,1,1,50,,,E,MÄKELÄNKATU,1586
B08,MÄKELÄNKATU,25496993,6676320,16,2014,2795,356,37,5,182,52,9,3375,2247,6718340,2014,3,0,0,0,16,8,6,3,50,,,E,MÄKELÄNKATU,1588
B08,MÄKELÄNKATU,25496993,6676320,16,2014,2795,356,37,5,182,52,9,3375,2247,6810559,2014,9,0,0,0,16,8,6,2,50,,,E,MÄKELÄNKATU,1598
B08,MÄKELÄNKATU,25496993,6676320,16,2014,2795,356,37,5,182,52,9,3375,2247,6810771,2014,6,0,0,0,16,13,2,2,50,,,E,MÄKELÄNKATU,1601
B08,MÄKELÄNKATU,25496993,6676320,16,2014,2795,356,37,5,182,52,9,3375,2247,6902620,2014,7,0,0,0,16,30,2,2,50,,,E,MÄKELÄNKATU,1611
B08,MÄKELÄNKATU,25496993,6676320,16,2014,2795,356,37,5,182,52,9,3375,2247,6912098,2014,8,0,0,0,16,96,13,2,50,,,E,MÄKELÄNKATU,1612
B08,MÄKELÄNKATU,25496993,6676320,17,2014,2918,222,36,2,176,53,9,3354,2248,6495515,2014,1,0,0,0,17,3,3,2,50,,,E,MÄKELÄNKATU,1563
B08,MÄKELÄNKATU,25496993,6676320,17,2014,2918,222,36,2,176,53,9,3354,2248,6656060,2014,3,0,0,0,17,96,13,2,50,,,E,MÄKELÄNKATU,1571
B08,MÄKELÄNKATU,25496993,6676320,17,2014,2918,222,36,2,176,53,9,3354,2248,6660760,2014,2,0,0,0,17,3,3,2,50,,,E,MÄKELÄNKATU,1576
B08,MÄKELÄNKATU,25496993,6676320,17,2014,2918,222,36,2,176,53,9,3354,2248,6685837,2014,12,0,0,0,17,4,3,2,50,,,E,MÄKELÄNKATU,1577
B08,MÄKELÄNKATU,25496993,6676320,17,2014,2918,222,36,2,176,53,9,3354,2248,6685939,2014,11,0,0,0,17,3,3,2,50,,,E,MÄKELÄNKATU,1579
B08,MÄKELÄNKATU,25496993,6676320,17,2014,2918,222,36,2,176,53,9,3354,2248,6716271,2014,10,0,1,2,17,13,13,2,50,,,E,MÄKELÄNKATU,1585
B08,MÄKELÄNKATU,25496993,6676320,17,2014,2918,222,36,2,176,53,9,3354,2248,6789234,2014,8,0,0,0,17,4,3,2,50,,,E,MÄKELÄNKATU,1595
B08,MÄKELÄNKATU,25496993,6676320,17,2014,2918,222,36,2,176,53,9,3354,2248,6718378,2014,4,0,0,0,17,30,2,2,40,,,E,MÄKELÄNKATU,1906
B08,MÄKELÄNKATU,25496993,6676320,18,2014,2490,162,28,6,150,54,9,2836,2249,6867190,2014,9,0,0,0,18,8,6,2,50,,,E,MÄKELÄNKATU,1609
B08,MÄKELÄNKATU,25496993,6676320,18,2014,2490,162,28,6,150,54,9,2836,2249,6688878,2014,12,0,0,0,18,30,2,2,50,,,E,MÄKELÄNKATU,1887
B08,MÄKELÄNKATU,25496993,6676320,18,2014,2490,162,28,6,150,54,9,2836,2249,6868729,2014,9,0,0,0,18,13,2,2,50,,,E,MÄKELÄNKATU,1999
B08,MÄKELÄNKATU,25496993,6676320,19,2014,2026,151,29,6,119,55,11,2331,2250,6578285,2014,11,0,0,0,19,24,1,1,50,,,E,MÄKELÄNKATU,1568
B08,MÄKELÄNKATU,25496993,6676320,19,2014,2026,151,29,6,119,55,11,2331,2250,6660578,2014,11,0,0,0,19,6,6,2,50,,,E,MÄKELÄNKATU,1574
B08,MÄKELÄNKATU,25496993,6676320,19,2014,2026,151,29,6,119,55,11,2331,2250,6844498,2014,4,0,0,0,19,99,13,2,50,,,E,MÄKELÄNKATU,1605
B08,MÄKELÄNKATU,25496993,6676320,20,2014,1600,127,19,5,84,15,8,1835,2251,6578070,2014,2,0,1,2,20,8,6,2,50,,,E,MÄKELÄNKATU,1566
B08,MÄKELÄNKATU,25496993,6676320,20,2014,1600,127,19,5,84,15,8,1835,2251,6685898,2014,12,0,0,0,20,8,6,2,50,,,E,MÄKELÄNKATU,1578
B08,MÄKELÄNKATU,25496993,6676320,20,2014,1600,127,19,5,84,15,8,1835,2251,6686079,2014,12,0,0,0,20,52,4,3,50,,,E,MÄKELÄNKATU,1580
B08,MÄKELÄNKATU,25496993,6676320,20,2014,1600,127,19,5,84,15,8,1835,2251,6688922,2014,12,0,0,0,20,15,8,1,50,,,E,MÄKELÄNKATU,1584
B08,MÄKELÄNKATU,25496993,6676320,20,2014,1600,127,19,5,84,15,8,1835,2251,6913220,2014,8,0,0,0,20,81,1,1,50,,,E,MÄKELÄNKATU,1614
B08,MÄKELÄNKATU,25496993,6676320,21,2014,1449,107,21,4,73,9,8,1654,2252,6740634,2014,11,0,0,0,21,3,3,2,50,,,E,MÄKELÄNKATU,1589
B08,MÄKELÄNKATU,25496993,6676320,21,2014,1449,107,21,4,73,9,8,1654,2252,6867150,2014,7,0,0,0,21,8,6,3,50,,,E,MÄKELÄNKATU,1608
B08,MÄKELÄNKATU,25496993,6676320,22,2014,970,71,16,2,66,0,8,1125,2253,6789209,2014,5,0,0,0,22,52,4,2,50,,,E,MÄKELÄNKATU,1594
B08,MÄKELÄNKATU,25496993,6676320,22,2014,970,71,16,2,66,0,8,1125,2253,6685914,2014,12,0,0,0,22,8,6,2,40,,,E,MÄKELÄNKATU,1875
B08,MÄKELÄNKATU,25496993,6676320,24,2014,453,33,9,1,31,0,2,527,2255,6789049,2014,6,0,0,0,24,99,13,2,50,,,E,MÄKELÄNKATU,1593
B08,MÄKELÄNKATU,25496993,6676320,3,2015,94,7,2,0,6,0,0,109,2258,6660622,2015,3,0,1,2,3,8,6,2,50,,,E,MÄKELÄNKATU,2518
B08,MÄKELÄNKATU,25496993,6676320,6,2015,538,39,10,0,33,0,3,620,2261,6791097,2015,8,0,0,0,6,6,6,2,40,,,E,MÄKELÄNKATU,2631
B08,MÄKELÄNKATU,25496993,6676320,6,2015,538,39,10,0,33,0,3,620,2261,6740637,2015,12,0,0,0,6,30,2,3,40,,,E,MÄKELÄNKATU,2777
B08,MÄKELÄNKATU,25496993,6676320,8,2015,2293,363,99,5,177,43,13,2937,2263,6740596,2015,11,0,0,0,8,2,3,0,50,,,E,MÄKELÄNKATU,2775
B08,MÄKELÄNKATU,25496993,6676320,8,2015,2293,363,99,5,177,43,13,2937,2263,6768945,2015,9,0,0,0,8,83,1,1,50,,,E,MÄKELÄNKATU,2792
B08,MÄKELÄNKATU,25496993,6676320,8,2015,2293,363,99,5,177,43,13,2937,2263,6768989,2015,5,0,0,0,8,4,3,2,50,,,E,MÄKELÄNKATU,2795
B08,MÄKELÄNKATU,25496993,6676320,9,2015,2680,315,103,7,184,57,13,3289,2264,6814210,2015,6,0,0,0,9,4,3,2,50,,,E,MÄKELÄNKATU,2533
B08,MÄKELÄNKATU,25496993,6676320,9,2015,2680,315,103,7,184,57,13,3289,2264,6520857,2015,1,0,0,0,9,6,6,3,50,,,E,MÄKELÄNKATU,2630
B08,MÄKELÄNKATU,25496993,6676320,9,2015,2680,315,103,7,184,57,13,3289,2264,6867055,2015,7,0,0,0,9,49,4,2,50,,,E,MÄKELÄNKATU,2863
B08,MÄKELÄNKATU,25496993,6676320,10,2015,2173,375,110,13,163,41,11,2834,2265,6718177,2015,12,0,0,0,10,4,3,2,50,,,E,MÄKELÄNKATU,2522
B08,MÄKELÄNKATU,25496993,6676320,10,2015,2173,375,110,13,163,41,11,2834,2265,6769011,2015,5,0,0,0,10,41,8,2,50,,,E,MÄKELÄNKATU,2528
B08,MÄKELÄNKATU,25496993,6676320,10,2015,2173,375,110,13,163,41,11,2834,2265,6814070,2015,6,0,0,0,10,2,3,2,50,,,E,MÄKELÄNKATU,2530
B08,MÄKELÄNKATU,25496993,6676320,10,2015,2173,375,110,13,163,41,11,2834,2265,6867043,2015,8,0,0,0,10,6,6,2,50,,,E,MÄKELÄNKATU,2535
B08,MÄKELÄNKATU,25496993,6676320,10,2015,2173,375,110,13,163,41,11,2834,2265,6656092,2015,1,0,0,0,10,6,6,3,50,,,E,MÄKELÄNKATU,2712
